app_temp,azimuth,clouds,datetime,dewpt,dhi,dni,elev_angle,ghi,h_angle,pod,precip,pres,revision_status,rh,slp,snow,solar_rad,temp,timestamp_local,timestamp_utc,ts,uv,vis,weather/icon,weather/description,weather/code,wind_dir,wind_gust_spd,wind_spd
11.9,350,95,2021-09-29:00,9.6,0,0,-50.4,0,,n,0,1000,final,86,1027,0,0,11.9,2021-09-29T01:00:00,2021-09-29T00:00:00,1632873600,0,,c04n,Overcast clouds,804,4,4,2
11.1,13.5,92,2021-09-29:01,9.2,0,0,-50.1,0,,n,0,1001,final,88,1028,0,0,11.1,2021-09-29T02:00:00,2021-09-29T01:00:00,1632877200,0,,c04n,Overcast clouds,804,20,4,2
10.7,34.8,96,2021-09-29:02,8.8,0,0,-45.5,0,,n,0,1000,final,88,1027,0,0,10.7,2021-09-29T03:00:00,2021-09-29T02:00:00,1632880800,0,,c04n,Overcast clouds,804,32,4,2
10.7,52.1,94,2021-09-29:03,8.8,0,0,-37.8,0,,n,0,1000,final,88,1027,0,0,10.7,2021-09-29T04:00:00,2021-09-29T03:00:00,1632884400,0,,c04n,Overcast clouds,804,36,4,2
10.4,65.9,89,2021-09-29:04,9,0,0,-28.2,0,,n,0,1000,final,91,1027,0,0,10.4,2021-09-29T05:00:00,2021-09-29T04:00:00,1632888000,0,,c04n,Overcast clouds,804,36,4,2
10.4,77.4,78,2021-09-29:05,9,0,0,-17.6,0,,n,0,1001,final,91,1028,0,0,10.4,2021-09-29T06:00:00,2021-09-29T05:00:00,1632891600,0,,c04n,Overcast clouds,804,42,4,2
10.4,87.7,78,2021-09-29:06,8.5,0,0,-6.5,0,,n,0,1001,final,88,1028,0,0,10.4,2021-09-29T07:00:00,2021-09-29T06:00:00,1632895200,0,,c04n,Overcast clouds,804,46,4,2
10.7,97.7,67,2021-09-29:07,8.8,33,280,4.7,47,,d,0,1002,final,88,1029,0,36,10.7,2021-09-29T08:00:00,2021-09-29T07:00:00,1632898800,0.9,,c03n,Broken clouds,803,44,4.4,2
13.3,108.2,47,2021-09-29:08,10.3,68,602,15.6,222,,d,0,1002,final,82,1029,0,200,13.3,2021-09-29T09:00:00,2021-09-29T08:00:00,1632902400,1.4,,c03d,Broken clouds,803,40,5.2,2
16.7,119.9,7,2021-09-29:09,11.8,87,742,25.8,404,,d,0,1002,final,73,1029,0,390,16.7,2021-09-29T10:00:00,2021-09-29T09:00:00,1632906000,2.6,,c02d,Few clouds,801,22,5.2,1.6
19.3,133.9,21,2021-09-29:10,12.8,100,817,34.8,560,,d,0,1003,final,65,1029,0,538,19.6,2021-09-29T11:00:00,2021-09-29T10:00:00,1632909600,3.3,,c02d,Scattered clouds,802,26,6,2.4
20.5,150.9,19,2021-09-29:11,13.4,107,858,41.6,671,,d,0,1003,final,63,1029,0,644,20.7,2021-09-29T12:00:00,2021-09-29T11:00:00,1632913200,4.4,,c02d,Few clouds,801,10,6.8,2.4
21.7,171,20,2021-09-29:12,13.8,111,876,45.3,727,,d,0,1002,final,60,1028,0,697,21.9,2021-09-29T13:00:00,2021-09-29T12:00:00,1632916800,5,,c02d,Few clouds,801,6,7.2,2.8
22.4,192.3,15,2021-09-29:13,13.4,110,875,45,722,,d,0,1002,final,56,1028,0,695,22.6,2021-09-29T14:00:00,2021-09-29T13:00:00,1632920400,5.1,,c02d,Few clouds,801,4,7.6,2.8
23,211.9,40,2021-09-29:14,12.9,106,853,40.7,656,,d,0,1001,final,52,1027,0,607,23.3,2021-09-29T15:00:00,2021-09-29T14:00:00,1632924000,3.5,,c02d,Scattered clouds,802,358,7.2,2.8
23,228.4,54,2021-09-29:15,12.9,98,807,33.4,537,,d,0,1000,final,52,1026,0,459,23.3,2021-09-29T16:00:00,2021-09-29T15:00:00,1632927600,2.3,,c03d,Broken clouds,803,348,7.2,2.8
22.7,241.9,37,2021-09-29:16,12.9,85,724,24.2,375,,d,0,1000,final,53,1026,0,350,23,2021-09-29T17:00:00,2021-09-29T16:00:00,1632931200,1.9,,c02d,Scattered clouds,802,336,7.6,3.2
21.4,253.4,24,2021-09-29:17,14.2,63,568,13.9,192,,d,0,1000,final,63,1026,0,183,21.5,2021-09-29T18:00:00,2021-09-29T17:00:00,1632934800,1.6,,c02d,Scattered clouds,802,328,6.8,3.2
19.4,263.7,9,2021-09-29:18,13.3,24,180,2.9,24,,d,0,1000,final,67,1026,0,47,19.6,2021-09-29T19:00:00,2021-09-29T18:00:00,1632938400,1.6,,c02n,Few clouds,801,328,6.4,3.6
17.4,273.7,1,2021-09-29:19,12.9,0,0,-8.4,0,,n,0,1000,final,75,1027,0,0,17.4,2021-09-29T20:00:00,2021-09-29T19:00:00,1632942000,0,,c01n,Clear Sky,800,334,6,3.2
17,284.1,0,2021-09-29:20,12.5,0,0,-19.4,0,,n,0,1000,final,75,1027,0,0,17,2021-09-29T21:00:00,2021-09-29T20:00:00,1632945600,0,,c01n,Clear Sky,800,346,5.6,2.8
15.9,295.9,5,2021-09-29:21,12.3,0,0,-30,0,,n,0,1000,final,79,1027,0,0,15.9,2021-09-29T22:00:00,2021-09-29T21:00:00,1632949200,0,,c02n,Few clouds,801,0,5.6,2.8
14.8,310.1,31,2021-09-29:22,11.8,0,0,-39.4,0,,n,0,1000,final,82,1027,0,0,14.8,2021-09-29T23:00:00,2021-09-29T22:00:00,1632952800,0,,c02n,Scattered clouds,802,18,4.8,2.4
14.4,328,2,2021-09-29:23,11.4,0,0,-46.8,0,,n,0,1000,final,82,1027,0,0,14.4,2021-09-30T00:00:00,2021-09-29T23:00:00,1632956400,0,,c02n,Few clouds,801,26,4.8,2.4
13.7,350,40,2021-09-30:00,11.4,0,0,-50.8,0,,n,0,1000,final,86,1027,0,0,13.7,2021-09-30T01:00:00,2021-09-30T00:00:00,1632960000,0,,c02n,Scattered clouds,802,32,4.4,2
13,13.8,93,2021-09-30:01,10.7,0,0,-50.5,0,,n,0,999,final,86,1026,0,0,13,2021-09-30T02:00:00,2021-09-30T01:00:00,1632963600,0,,c04n,Overcast clouds,804,28,4.4,2
12.6,35.2,99,2021-09-30:02,10.3,0,0,-45.8,0,,n,0,999,final,86,1026,0,0,12.6,2021-09-30T03:00:00,2021-09-30T02:00:00,1632967200,0,,c04n,Overcast clouds,804,26,4,2
11.5,52.5,86,2021-09-30:03,9.6,0,0,-38,0,,n,0,998,final,88,1025,0,0,11.5,2021-09-30T04:00:00,2021-09-30T03:00:00,1632970800,0,,c04n,Overcast clouds,804,30,4,1.6
11.1,66.3,64,2021-09-30:04,9.7,0,0,-28.4,0,,n,0,998,final,91,1025,0,0,11.1,2021-09-30T05:00:00,2021-09-30T04:00:00,1632974400,0,,c03n,Broken clouds,803,32,4,2
10.7,77.7,76,2021-09-30:05,8.8,0,0,-17.8,0,,n,0,998,final,88,1025,0,0,10.7,2021-09-30T06:00:00,2021-09-30T05:00:00,1632978000,0,,c04n,Overcast clouds,804,46,3.6,2
10.4,88.1,83,2021-09-30:06,9,0,0,-6.7,0,,n,0,998,final,91,1025,0,0,10.4,2021-09-30T07:00:00,2021-09-30T06:00:00,1632981600,0,,c04n,Overcast clouds,804,50,3.6,2
10.7,98.1,15,2021-09-30:07,8.8,32,271,4.5,44,,d,0,999,final,88,1026,0,44,10.7,2021-09-30T08:00:00,2021-09-30T07:00:00,1632985200,1.6,,c02n,Few clouds,801,50,3.6,1.6
13.7,108.5,3,2021-09-30:08,11,67,599,15.4,219,,d,0,999,final,84,1026,0,212,13.7,2021-09-30T09:00:00,2021-09-30T08:00:00,1632988800,2,,c02d,Few clouds,801,56,4.4,2
16.3,120.3,54,2021-09-30:09,12.7,87,740,25.6,400,,d,0,999,final,79,1026,0,342,16.3,2021-09-30T10:00:00,2021-09-30T09:00:00,1632992400,1.7,,c03d,Broken clouds,803,68,4,1.2
19.7,134.2,85,2021-09-30:10,13,99,816,34.5,555,,d,0,1000,final,64,1026,0,248,20,2021-09-30T11:00:00,2021-09-30T10:00:00,1632996000,1.6,,c04d,Overcast clouds,804,62,4,0.8
21.7,151.2,52,2021-09-30:11,13.3,107,857,41.3,666,,d,0,1000,final,58,1026,0,577,21.9,2021-09-30T12:00:00,2021-09-30T11:00:00,1632999600,3.2,,c03d,Broken clouds,803,360,4.4,0.4
22.8,171.2,0,2021-09-30:12,13.5,111,875,44.9,721,,d,0,999,final,55,1025,0,694,23,2021-09-30T13:00:00,2021-09-30T12:00:00,1633003200,5.7,,c01d,Clear Sky,800,308,4.4,0.8
23.1,192.3,0,2021-09-30:13,13.2,110,873,44.6,716,,d,0,998,final,53,1024,0,690,23.3,2021-09-30T14:00:00,2021-09-30T13:00:00,1633006800,5.6,,c01d,Clear Sky,800,298,4.4,1.2
23.5,211.8,54,2021-09-30:14,13.3,106,852,40.3,650,,d,0,998,final,52,1024,0,554,23.7,2021-09-30T15:00:00,2021-09-30T14:00:00,1633010400,3,,c03d,Broken clouds,803,300,5.6,2.4
23.5,228.2,78,2021-09-30:15,13.3,98,805,33.1,531,,d,0,997,final,52,1023,0,306,23.7,2021-09-30T16:00:00,2021-09-30T15:00:00,1633014000,1.7,,c04d,Overcast clouds,804,308,6.4,3.2
22.4,241.7,20,2021-09-30:16,13.4,84,721,23.9,369,,d,0,997,final,56,1023,0,354,22.6,2021-09-30T17:00:00,2021-09-30T16:00:00,1633017600,2.2,,c02d,Few clouds,801,316,6.4,3.2
21.4,253.2,14,2021-09-30:17,14.2,63,561,13.5,186,,d,0,997,final,63,1023,0,179,21.5,2021-09-30T18:00:00,2021-09-30T17:00:00,1633021200,1.7,,c02d,Few clouds,801,316,6,2.8
18.7,263.5,0,2021-09-30:18,13.7,22,160,2.5,20,,d,0,997,final,72,1023,0,41,18.9,2021-09-30T19:00:00,2021-09-30T18:00:00,1633024800,1.8,,c01n,Clear Sky,800,314,4.8,2.4
18.1,273.5,44,2021-09-30:19,13.2,0,0,-8.7,0,,n,0,997,final,73,1023,0,0,18.1,2021-09-30T20:00:00,2021-09-30T19:00:00,1633028400,0,,c03n,Broken clouds,803,324,3.6,1.6
17,283.9,99,2021-09-30:20,13.3,0,0,-19.8,0,,n,0,996,final,79,1023,0,0,17,2021-09-30T21:00:00,2021-09-30T20:00:00,1633032000,0,,c04n,Overcast clouds,804,348,2.4,1.2
16.3,295.6,100,2021-09-30:21,13.4,0,0,-30.3,0,,n,0,996,final,83,1023,0,0,16.3,2021-09-30T22:00:00,2021-09-30T21:00:00,1633035600,0,,c04n,Overcast clouds,804,340,2.8,1.2
15.2,309.9,99,2021-09-30:22,12.7,0,0,-39.8,0,,n,0,997,final,85,1024,0,0,15.2,2021-09-30T23:00:00,2021-09-30T22:00:00,1633039200,0,,c04n,Overcast clouds,804,324,2.8,1.2
15.2,327.9,100,2021-09-30:23,12.7,0,0,-47.2,0,,n,0,996,final,85,1023,0,0,15.2,2021-10-01T00:00:00,2021-09-30T23:00:00,1633042800,0,,c04n,Overcast clouds,804,334,2.4,1.2
14.8,350.1,99,2021-10-01:00,12.1,0,0,-51.2,0,,n,0,996,final,84,1023,0,0,14.8,2021-10-01T01:00:00,2021-10-01T00:00:00,1633046400,0,,c04n,Overcast clouds,804,346,2.8,1.6
14.4,14,98,2021-10-01:01,12.3,0,0,-50.8,0,,n,0,996,final,87,1023,0,0,14.4,2021-10-01T02:00:00,2021-10-01T01:00:00,1633050000,0,,c04n,Overcast clouds,804,2,3.2,1.2
14.1,35.5,100,2021-10-01:02,12.3,0,0,-46.1,0,,n,0,995,final,89,1022,0,0,14.1,2021-10-01T03:00:00,2021-10-01T02:00:00,1633053600,0,,c04n,Overcast clouds,804,8,3.2,1.2
13.7,52.9,99,2021-10-01:03,11.9,0,0,-38.3,0,,n,0,995,final,89,1022,0,0,13.7,2021-10-01T04:00:00,2021-10-01T03:00:00,1633057200,0,,c04n,Overcast clouds,804,10,2.8,1.2
13.3,66.6,97,2021-10-01:04,11.5,0,0,-28.6,0,,n,0,995,final,89,1022,0,0,13.3,2021-10-01T05:00:00,2021-10-01T04:00:00,1633060800,0,,c04n,Overcast clouds,804,332,2.8,1.2
13.3,78.1,94,2021-10-01:05,11.9,0,0,-18,0,,n,0.25,995,final,91,1022,0,0,13.3,2021-10-01T06:00:00,2021-10-01T05:00:00,1633064400,0,,c04n,Overcast clouds,804,334,3.2,1.6
13,88.4,94,2021-10-01:06,11.6,0,0,-6.9,0,,n,0.25,995,final,91,1022,0,0,13,2021-10-01T07:00:00,2021-10-01T06:00:00,1633068000,0,,c04n,Overcast clouds,804,358,2.4,1.6
13,98.4,86,2021-10-01:07,11.6,31,261,4.3,42,,d,0,995,final,91,1022,0,49,13,2021-10-01T08:00:00,2021-10-01T07:00:00,1633071600,0.7,,c04n,Overcast clouds,804,36,2.8,1.2
14.4,108.9,75,2021-10-01:08,13,67,595,15.2,215,,d,0.25,995,final,91,1022,0,134,14.4,2021-10-01T09:00:00,2021-10-01T08:00:00,1633075200,1,,c04d,Overcast clouds,804,350,4.8,1.2
16.3,120.6,52,2021-10-01:09,13.8,87,737,25.3,396,,d,0.5,996,final,85,1023,0,342,16.3,2021-10-01T10:00:00,2021-10-01T09:00:00,1633078800,1.7,,c03d,Broken clouds,803,330,3.6,1.6
18.4,134.5,95,2021-10-01:10,14,99,814,34.2,551,,d,0,997,final,75,1023,0,113,18.5,2021-10-01T11:00:00,2021-10-01T10:00:00,1633082400,1.3,,c04d,Overcast clouds,804,328,4,1.2
20.5,151.5,99,2021-10-01:11,13.6,107,856,41,661,,d,0,997,final,64,1023,0,167,20.7,2021-10-01T12:00:00,2021-10-01T11:00:00,1633086000,1.6,,c04d,Overcast clouds,804,304,4.8,2
21.3,171.3,92,2021-10-01:12,13.7,110,874,44.5,716,,d,0,997,final,61,1023,0,204,21.5,2021-10-01T13:00:00,2021-10-01T12:00:00,1633089600,2,,c04d,Overcast clouds,804,286,5.6,2.4
21.7,192.3,92,2021-10-01:13,14,110,872,44.2,711,,d,0,997,final,61,1023,0,202,21.9,2021-10-01T14:00:00,2021-10-01T13:00:00,1633093200,2,,c04d,Overcast clouds,804,294,6.4,2.8
21.4,211.7,98,2021-10-01:14,14.9,106,850,39.9,645,,d,0,996,final,66,1022,0,182,21.5,2021-10-01T15:00:00,2021-10-01T14:00:00,1633096800,1.5,,c04d,Overcast clouds,804,292,7.6,2.4
21.1,228.1,88,2021-10-01:15,15.6,97,803,32.7,525,,d,0,996,final,71,1022,0,197,21.1,2021-10-01T16:00:00,2021-10-01T15:00:00,1633100400,1.4,,c04d,Overcast clouds,804,302,8,3.2
20.8,241.5,100,2021-10-01:16,15.9,84,718,23.5,363,,d,0,996,final,74,1022,0,103,20.7,2021-10-01T17:00:00,2021-10-01T16:00:00,1633104000,0.8,,c04d,Overcast clouds,804,304,7.2,3.2
20.5,252.9,100,2021-10-01:17,16.2,62,555,13.2,181,,d,0,995,final,77,1021,0,71,20.4,2021-10-01T18:00:00,2021-10-01T17:00:00,1633107600,0.6,,c04d,Overcast clouds,804,292,5.6,2.4
19.7,263.3,100,2021-10-01:18,16.3,20,140,2.2,17,,d,0,996,final,81,1022,0,21,19.6,2021-10-01T19:00:00,2021-10-01T18:00:00,1633111200,0.5,,c04n,Overcast clouds,804,292,4,2
18.7,273.2,100,2021-10-01:19,16.3,0,0,-9,0,,n,0,996,final,87,1022,0,0,18.5,2021-10-01T20:00:00,2021-10-01T19:00:00,1633114800,0,,c04n,Overcast clouds,804,290,3.2,1.2
18.1,283.6,100,2021-10-01:20,16.3,0,0,-20.1,0,,n,0,995,final,89,1021,0,0,18.1,2021-10-01T21:00:00,2021-10-01T20:00:00,1633118400,0,,c04n,Overcast clouds,804,262,2.4,0.8
17.8,295.4,100,2021-10-01:21,16.3,0,0,-30.6,0,,n,0,996,final,91,1022,0,0,17.8,2021-10-01T22:00:00,2021-10-01T21:00:00,1633122000,0,,c04n,Overcast clouds,804,252,3.6,1.2
18.1,309.7,100,2021-10-01:22,16.6,0,0,-40.1,0,,n,0,995,final,91,1021,0,0,18.1,2021-10-01T23:00:00,2021-10-01T22:00:00,1633125600,0,,c04n,Overcast clouds,804,212,2.8,1.6
18.1,327.8,100,2021-10-01:23,16.6,0,0,-47.5,0,,n,0,994,final,91,1020,0,0,18.1,2021-10-02T00:00:00,2021-10-01T23:00:00,1633129200,0,,c04n,Overcast clouds,804,198,3.2,1.6
17.8,350.1,100,2021-10-02:00,17,0,0,-51.6,0,,n,0,994,final,95,1020,0,0,17.8,2021-10-02T01:00:00,2021-10-02T00:00:00,1633132800,0,,c04n,Overcast clouds,804,198,2.8,2
17.8,14.2,100,2021-10-02:01,17,0,0,-51.2,0,,n,0,994,final,95,1020,0,0,17.8,2021-10-02T02:00:00,2021-10-02T01:00:00,1633136400,0,,c04n,Overcast clouds,804,200,2.8,2
17.8,35.9,100,2021-10-02:02,17,0,0,-46.5,0,,n,0,993,final,95,1019,0,0,17.8,2021-10-02T03:00:00,2021-10-02T02:00:00,1633140000,0,,c04n,Overcast clouds,804,188,2.8,2
17.4,53.2,100,2021-10-02:03,17.1,0,0,-38.6,0,,n,0,992,final,98,1018,0,0,17.4,2021-10-02T04:00:00,2021-10-02T03:00:00,1633143600,0,,a05n,Fog,741,180,3.6,2
17.4,67,100,2021-10-02:04,16.6,0,0,-28.9,0,,n,0,992,final,95,1018,0,0,17.4,2021-10-02T05:00:00,2021-10-02T04:00:00,1633147200,0,,c04n,Overcast clouds,804,192,4.4,2.4
17.4,78.4,100,2021-10-02:05,16.6,0,0,-18.2,0,,n,0,991,final,95,1017,0,0,17.4,2021-10-02T06:00:00,2021-10-02T05:00:00,1633150800,0,,c04n,Overcast clouds,804,204,5.2,2.8
17,88.8,100,2021-10-02:06,16.7,0,0,-7.1,0,,n,0.5,991,final,98,1017,0,0,17,2021-10-02T07:00:00,2021-10-02T06:00:00,1633154400,0,,a05n,Fog,741,206,6,2.8
17,98.7,100,2021-10-02:07,16.7,30,250,4.1,39,,d,0,991,final,98,1017,0,32,17,2021-10-02T08:00:00,2021-10-02T07:00:00,1633158000,0.5,,a05n,Fog,741,208,6,3.2
17.4,109.2,100,2021-10-02:08,16.6,66,591,15,211,,d,0,991,final,95,1017,0,76,17.4,2021-10-02T09:00:00,2021-10-02T08:00:00,1633161600,0.6,,c04d,Overcast clouds,804,220,7.2,3.6
17.8,120.9,100,2021-10-02:09,16.7,86,735,25.1,392,,d,0.5,991,final,93,1017,0,106,17.8,2021-10-02T10:00:00,2021-10-02T09:00:00,1633165200,0.8,,c04d,Overcast clouds,804,214,8.4,3.6
19.2,134.9,100,2021-10-02:10,17.4,99,812,33.9,546,,d,0,990,final,91,1016,0,126,18.9,2021-10-02T11:00:00,2021-10-02T10:00:00,1633168800,1.2,,c04d,Overcast clouds,804,208,10,4
19.6,151.8,100,2021-10-02:11,17.4,106,854,40.6,656,,d,0.5,990,final,89,1016,0,139,19.3,2021-10-02T12:00:00,2021-10-02T11:00:00,1633172400,1.5,,c04d,Overcast clouds,804,206,11.2,5.2
19.9,171.5,100,2021-10-02:12,17.4,110,872,44.2,711,,d,0,989,final,87,1015,0,146,19.6,2021-10-02T13:00:00,2021-10-02T12:00:00,1633176000,1.7,,c04d,Overcast clouds,804,208,12,5.6
19.8,192.4,100,2021-10-02:13,17,110,871,43.8,705,,d,0.5,989,final,85,1015,0,146,19.6,2021-10-02T14:00:00,2021-10-02T13:00:00,1633179600,1.7,,c04d,Overcast clouds,804,214,12.8,5.6
19.9,211.6,100,2021-10-02:14,17.4,105,848,39.5,639,,d,0.5,988,final,87,1014,0,137,19.6,2021-10-02T15:00:00,2021-10-02T14:00:00,1633183200,1.5,,c04d,Overcast clouds,804,214,13.2,6
19.2,227.9,100,2021-10-02:15,17.4,97,801,32.3,519,,d,0.5,987,final,91,1013,0,123,18.9,2021-10-02T16:00:00,2021-10-02T15:00:00,1633186800,1.1,,c04d,Overcast clouds,804,216,11.6,6
19.2,241.3,100,2021-10-02:16,17.4,83,714,23.2,358,,d,0.5,986,final,91,1012,0,100,18.9,2021-10-02T17:00:00,2021-10-02T16:00:00,1633190400,0.8,,c04d,Overcast clouds,804,212,12.8,6.4
18.1,252.7,100,2021-10-02:17,17,61,548,12.9,175,,d,1,985,final,93,1011,0,69,18.1,2021-10-02T18:00:00,2021-10-02T17:00:00,1633194000,0.6,,r01d,Light rain,500,210,12.8,6.4
18.1,263,100,2021-10-02:18,16.6,19,119,1.9,14,,d,0.5,985,final,91,1011,0,19,18.1,2021-10-02T19:00:00,2021-10-02T18:00:00,1633197600,0.5,,c04n,Overcast clouds,804,206,12.4,6.4
18.1,273,100,2021-10-02:19,17,0,0,-9.3,0,,n,0.5,985,final,93,1011,0,0,18.1,2021-10-02T20:00:00,2021-10-02T19:00:00,1633201200,0,,c04n,Overcast clouds,804,206,14,6.4
18.1,283.4,100,2021-10-02:20,16.6,0,0,-20.4,0,,n,0.5,984,final,91,1010,0,0,18.1,2021-10-02T21:00:00,2021-10-02T20:00:00,1633204800,0,,c04n,Overcast clouds,804,202,14.8,6.8
18.1,295.2,100,2021-10-02:21,17,0,0,-31,0,,n,0.25,984,final,93,1010,0,0,18.1,2021-10-02T22:00:00,2021-10-02T21:00:00,1633208400,0,,c04n,Overcast clouds,804,202,15.6,7.2
17.8,309.5,100,2021-10-02:22,17,0,0,-40.5,0,,n,3,983,final,95,1009,0,0,17.8,2021-10-02T23:00:00,2021-10-02T22:00:00,1633212000,0,,r01n,Light rain,500,198,16.4,8
17.4,327.6,100,2021-10-02:23,17.1,0,0,-47.9,0,,n,0.5,982,final,98,1008,0,0,17.4,2021-10-03T00:00:00,2021-10-02T23:00:00,1633215600,0,,a05n,Fog,741,214,15.6,7.6
18.1,350.1,100,2021-10-03:00,17.3,0,0,-52,0,,n,3.5,981,final,95,1007,0,0,18.1,2021-10-03T01:00:00,2021-10-03T00:00:00,1633219200,0,,r01n,Light rain,500,230,15.6,6.8
16.3,14.5,100,2021-10-03:01,14.8,0,0,-51.6,0,,n,9.5,981,final,91,1007,0,0,16.3,2021-10-03T02:00:00,2021-10-03T01:00:00,1633222800,0,,r03n,Heavy rain,502,260,15.6,6
14.8,36.2,100,2021-10-03:02,13,0,0,-46.8,0,,n,4.75,982,final,89,1008,0,0,14.8,2021-10-03T03:00:00,2021-10-03T02:00:00,1633226400,0,,r02n,Moderate rain,501,296,12.8,5.6
14.8,53.6,98,2021-10-03:03,13,0,0,-38.8,0,,n,2,983,final,89,1009,0,0,14.8,2021-10-03T04:00:00,2021-10-03T03:00:00,1633230000,0,,r01n,Light rain,500,298,6.8,3.6
14.1,67.4,88,2021-10-03:04,13,0,0,-29.1,0,,n,0.5,983,final,93,1009,0,0,14.1,2021-10-03T05:00:00,2021-10-03T04:00:00,1633233600,0,,c04n,Overcast clouds,804,298,6.8,3.6
13.7,78.8,39,2021-10-03:05,12.6,0,0,-18.4,0,,n,0,983,final,93,1010,0,0,13.7,2021-10-03T06:00:00,2021-10-03T05:00:00,1633237200,0,,c02n,Scattered clouds,802,308,6.4,4
13,89.1,36,2021-10-03:06,11.9,0,0,-7.3,0,,n,0,984,final,93,1011,0,0,13,2021-10-03T07:00:00,2021-10-03T06:00:00,1633240800,0,,c02n,Scattered clouds,802,314,5.6,3.2
12.2,99.1,33,2021-10-03:07,11.4,29,240,3.9,37,,d,0,985,final,95,1012,0,35,12.2,2021-10-03T08:00:00,2021-10-03T07:00:00,1633244400,1.4,,c02n,Scattered clouds,802,318,5.6,2.4
13.7,109.6,24,2021-10-03:08,11.9,66,587,14.7,208,,d,0,986,final,89,1013,0,199,13.7,2021-10-03T09:00:00,2021-10-03T08:00:00,1633248000,1.6,,c02d,Scattered clouds,802,308,6,2.4
15.2,121.3,31,2021-10-03:09,11.8,86,733,24.9,387,,d,0.5,988,final,80,1014,0,368,15.2,2021-10-03T10:00:00,2021-10-03T09:00:00,1633251600,2.1,,c02d,Scattered clouds,802,316,9.2,3.6
15.6,135.2,36,2021-10-03:10,10.4,99,811,33.7,541,,d,0.5,989,final,71,1016,0,509,15.6,2021-10-03T11:00:00,2021-10-03T10:00:00,1633255200,2.8,,c02d,Scattered clouds,802,304,10,2.8
16.7,152,36,2021-10-03:11,10.3,106,853,40.3,651,,d,0,990,final,66,1016,0,613,16.7,2021-10-03T12:00:00,2021-10-03T11:00:00,1633258800,3.6,,c02d,Scattered clouds,802,310,9.6,2
17.4,171.7,48,2021-10-03:12,10.1,110,871,43.8,706,,d,0,991,final,62,1017,0,654,17.4,2021-10-03T13:00:00,2021-10-03T12:00:00,1633262400,3.7,,c03d,Broken clouds,803,306,10,3.2
17.8,192.4,45,2021-10-03:13,9.7,109,869,43.4,699,,d,0,991,final,59,1017,0,657,17.8,2021-10-03T14:00:00,2021-10-03T13:00:00,1633266000,3.7,,c03d,Broken clouds,803,306,11.2,4
17.8,211.5,46,2021-10-03:14,10.4,105,847,39.2,633,,d,0,991,final,62,1017,0,573,17.8,2021-10-03T15:00:00,2021-10-03T14:00:00,1633269600,3.2,,c03d,Broken clouds,803,312,10,4.8
17.8,227.7,40,2021-10-03:15,10.4,96,798,32,513,,d,0,992,final,62,1018,0,477,17.8,2021-10-03T16:00:00,2021-10-03T15:00:00,1633273200,2.5,,c02d,Scattered clouds,802,312,9.2,4.8
17.4,241.1,7,2021-10-03:16,9.6,82,710,22.9,352,,d,0,993,final,60,1019,0,352,17.4,2021-10-03T17:00:00,2021-10-03T16:00:00,1633276800,2.4,,c02d,Few clouds,801,312,8,4
16.7,252.5,0,2021-10-03:17,9.6,60,541,12.5,170,,d,0,993,final,63,1019,0,170,16.7,2021-10-03T18:00:00,2021-10-03T17:00:00,1633280400,1.9,,c01d,Clear Sky,800,308,7.2,2.8
14.8,262.8,0,2021-10-03:18,10,17,98,1.6,11,,d,0,993,final,73,1020,0,28,14.8,2021-10-03T19:00:00,2021-10-03T18:00:00,1633284000,1.8,,c01n,Clear Sky,800,294,4,1.6
13.7,272.7,88,2021-10-03:19,9.9,0,0,-9.6,0,,n,0,994,final,78,1021,0,0,13.7,2021-10-03T20:00:00,2021-10-03T19:00:00,1633287600,0,,c04n,Overcast clouds,804,284,4,2
13.7,283.1,100,2021-10-03:20,9.6,0,0,-20.7,0,,n,0,994,final,76,1021,0,0,13.7,2021-10-03T21:00:00,2021-10-03T20:00:00,1633291200,0,,c04n,Overcast clouds,804,264,2.4,1.6
13.7,294.9,100,2021-10-03:21,9.6,0,0,-31.3,0,,n,0,994,final,76,1021,0,0,13.7,2021-10-03T22:00:00,2021-10-03T21:00:00,1633294800,0,,c04n,Overcast clouds,804,208,1.6,0.8
13.3,309.3,100,2021-10-03:22,9.5,0,0,-40.8,0,,n,0,995,final,78,1022,0,0,13.3,2021-10-03T23:00:00,2021-10-03T22:00:00,1633298400,0,,c04n,Overcast clouds,804,168,1.6,0.8
13,327.5,100,2021-10-03:23,9.6,0,0,-48.3,0,,n,0,995,final,80,1022,0,0,13,2021-10-04T00:00:00,2021-10-03T23:00:00,1633302000,0,,c04n,Overcast clouds,804,134,2,0.8
12.2,350.2,99,2021-10-04:00,9.6,0,0,-52.4,0,,n,0,995,final,84,1022,0,0,12.2,2021-10-04T01:00:00,2021-10-04T00:00:00,1633305600,0,,c04n,Overcast clouds,804,122,2,0.8
12.2,14.7,95,2021-10-04:01,9.6,0,0,-52,0,,n,0,995,final,84,1022,0,0,12.2,2021-10-04T02:00:00,2021-10-04T01:00:00,1633309200,0,,c04n,Overcast clouds,804,116,2,1.2
12.2,36.6,100,2021-10-04:02,9.6,0,0,-47.1,0,,n,0,995,final,84,1022,0,0,12.2,2021-10-04T03:00:00,2021-10-04T02:00:00,1633312800,0,,c04n,Overcast clouds,804,118,1.6,1.2
