app_temp,azimuth,clouds,datetime,dewpt,dhi,dni,elev_angle,ghi,h_angle,pod,precip,pres,revision_status,rh,slp,snow,solar_rad,temp,timestamp_local,timestamp_utc,ts,uv,vis,weather/icon,weather/description,weather/code,wind_dir,wind_gust_spd,wind_spd
21,185.5,99,2022-01-01:13,10.3,89,763,25.2,407,,d,0,998,final,49,1024,0,129,21.5,2022-01-01T13:00:00,2022-01-01T13:00:00,1641042000,0.7,10,c04d,Overcast clouds,804,178,8,3.2
20.5,200.3,100,2022-01-01:14,10,85,733,22.6,361,,d,0,997,final,49,1023,0,121,21.1,2022-01-01T14:00:00,2022-01-01T14:00:00,1641045600,0.6,10,c04d,Overcast clouds,804,176,8.4,3.6
20.1,214,95,2022-01-01:15,9.3,75,659,17.5,266,,d,0,997,final,48,1023,0,140,20.7,2022-01-01T15:00:00,2022-01-01T15:00:00,1641049200,0.6,10,c04d,Overcast clouds,804,170,9.2,3.6
19.3,226.1,95,2022-01-01:16,8,56,503,10.3,137,,d,0,997,final,46,1023,0,89,20,2022-01-01T16:00:00,2022-01-01T16:00:00,1641052800,0.5,10,c04d,Overcast clouds,804,164,8.8,3.6
18.1,236.8,95,2022-01-01:17,7.2,17,100,1.6,11,,d,0,997,final,49,1023,0,20,18.1,2022-01-01T17:00:00,2022-01-01T17:00:00,1641056400,0.4,10,c04n,Overcast clouds,804,162,8.8,3.6
17.8,246.5,96,2022-01-01:18,7,0,0,-8.3,0,,n,0,997,final,49,1024,0,0,17.8,2022-01-01T18:00:00,2022-01-01T18:00:00,1641060000,0,10,c04n,Overcast clouds,804,174,8.4,3.2
17.4,255.6,93,2022-01-01:19,7.5,0,0,-18.9,0,,n,0,997,final,52,1024,0,0,17.4,2022-01-01T19:00:00,2022-01-01T19:00:00,1641063600,0,10,c04n,Overcast clouds,804,190,8.8,4
16.3,264.7,98,2022-01-01:20,8.3,0,0,-29.9,0,,n,0.5,998,final,59,1025,0,0,16.3,2022-01-01T20:00:00,2022-01-01T20:00:00,1641067200,0,10,c04n,Overcast clouds,804,198,8.8,4.4
14.8,274.7,99,2022-01-01:21,8.5,0,0,-41.1,0,,n,0,998,final,66,1025,0,0,14.8,2022-01-01T21:00:00,2022-01-01T21:00:00,1641070800,0,10,c04n,Overcast clouds,804,196,8.8,4.4
14.8,286.9,98,2022-01-01:22,9.2,0,0,-52.1,0,,n,0.5,999,final,69,1026,0,0,14.8,2022-01-01T22:00:00,2022-01-01T22:00:00,1641074400,0,10,c04n,Overcast clouds,804,188,8.8,4
14.4,304.5,100,2022-01-01:23,10,0,0,-62.2,0,,n,0.25,999,final,75,1026,0,0,14.4,2022-01-01T23:00:00,2022-01-01T23:00:00,1641078000,0,10,c04n,Overcast clouds,804,182,8,3.6
14.1,333.5,100,2022-01-02:00,10.7,0,0,-69.7,0,,n,0.25,999,final,80,1026,0,0,14.1,2022-01-02T00:00:00,2022-01-02T00:00:00,1641081600,0,2,a03n,Haze,721,182,7.2,3.2
14.1,15,100,2022-01-02:01,11.1,0,0,-70.8,0,,n,0.25,999,final,82,1026,0,0,14.1,2022-01-02T01:00:00,2022-01-02T01:00:00,1641085200,0,2,a03n,Haze,721,180,6.4,2.8
13.7,48.6,100,2022-01-02:02,11.9,0,0,-64.8,0,,n,0.5,1000,final,89,1027,0,0,13.7,2022-01-02T02:00:00,2022-01-02T02:00:00,1641088800,0,2,a03n,Haze,721,178,5.2,2.4
13.3,68.7,100,2022-01-02:03,11.9,0,0,-55.2,0,,n,0.5,1000,final,91,1027,0,0,13.3,2022-01-02T03:00:00,2022-01-02T03:00:00,1641092400,0,0,a03n,Haze,721,186,4.8,2.4
13.3,82,100,2022-01-02:04,12.2,0,0,-44.3,0,,n,0,1000,final,93,1027,0,0,13.3,2022-01-02T04:00:00,2022-01-02T04:00:00,1641096000,0,0,a03n,Haze,721,188,4,2
13,92.4,100,2022-01-02:05,12.2,0,0,-33.2,0,,n,0,1000,final,95,1027,0,0,13,2022-01-02T05:00:00,2022-01-02T05:00:00,1641099600,0,10,c04n,Overcast clouds,804,184,3.6,2
12.6,101.7,100,2022-01-02:06,12.6,0,0,-22,0,,n,0,1001,final,100,1028,0,0,12.6,2022-01-02T06:00:00,2022-01-02T06:00:00,1641103200,0,10,a05n,Fog,741,176,3.6,2
12.6,110.8,100,2022-01-02:07,12.3,0,0,-11.3,0,,n,0,1001,final,98,1028,0,0,12.6,2022-01-02T07:00:00,2022-01-02T07:00:00,1641106800,0,10,a05n,Fog,741,156,3.6,1.6
12.6,120.2,100,2022-01-02:08,12.3,0,0,-1.2,0,,n,0,1001,final,98,1028,0,0,12.6,2022-01-02T08:00:00,2022-01-02T08:00:00,1641110400,0,10,a05n,Fog,741,142,3.6,1.6
13.3,130.6,100,2022-01-02:09,12.5,48,428,7.9,98,,d,0,1002,final,95,1029,0,54,13.3,2022-01-02T09:00:00,2022-01-02T09:00:00,1641114000,0.4,10,c04d,Overcast clouds,804,142,3.6,1.6
13.7,142.3,98,2022-01-02:10,12.9,70,626,15.7,232,,d,0,1003,final,95,1030,0,98,13.7,2022-01-02T10:00:00,2022-01-02T10:00:00,1641117600,0.5,10,c04d,Overcast clouds,804,134,4.8,2
14.8,155.5,97,2022-01-02:11,13,83,718,21.5,339,,d,0,1003,final,89,1030,0,134,14.8,2022-01-02T11:00:00,2022-01-02T11:00:00,1641121200,0.6,10,c04d,Overcast clouds,804,154,5.2,2.4
15.9,170.1,97,2022-01-02:12,13,89,759,24.8,400,,d,0,1003,final,83,1030,0,149,15.9,2022-01-02T12:00:00,2022-01-02T12:00:00,1641124800,0.7,10,c04d,Overcast clouds,804,176,5.6,2.8
15.9,185.4,100,2022-01-02:13,12.6,90,764,25.3,409,,d,0,1002,final,81,1029,0,115,15.9,2022-01-02T13:00:00,2022-01-02T13:00:00,1641128400,0.7,10,c04d,Overcast clouds,804,202,6,2.8
16.7,200.2,99,2022-01-02:14,12.7,85,735,22.8,363,,d,0,1002,final,77,1029,0,118,16.7,2022-01-02T14:00:00,2022-01-02T14:00:00,1641132000,0.6,10,c04d,Overcast clouds,804,210,5.6,2.4
16.7,213.9,97,2022-01-02:15,12.3,75,661,17.7,268,,d,0,1002,final,75,1029,0,115,16.7,2022-01-02T15:00:00,2022-01-02T15:00:00,1641135600,0.5,10,c04d,Overcast clouds,804,206,4.8,2.4
15.9,226.1,100,2022-01-02:16,11.9,56,507,10.5,140,,d,0,1002,final,77,1029,0,65,15.9,2022-01-02T16:00:00,2022-01-02T16:00:00,1641139200,0.4,10,c04d,Overcast clouds,804,216,4,1.6
14.4,236.8,100,2022-01-02:17,11.7,18,110,1.7,13,,d,0,1002,final,84,1029,0,19,14.4,2022-01-02T17:00:00,2022-01-02T17:00:00,1641142800,0.4,10,c04n,Overcast clouds,804,198,2.4,1.2
13,246.5,90,2022-01-02:18,11.2,0,0,-8.1,0,,n,0,1002,final,89,1029,0,0,13,2022-01-02T18:00:00,2022-01-02T18:00:00,1641146400,0,10,c04n,Overcast clouds,804,178,2.4,1.6
12.6,255.6,83,2022-01-02:19,10.7,0,0,-18.7,0,,n,0,1002,final,88,1029,0,0,12.6,2022-01-02T19:00:00,2022-01-02T19:00:00,1641150000,0,10,c04n,Overcast clouds,804,182,2.8,1.6
11.9,264.8,93,2022-01-02:20,10.5,0,0,-29.8,0,,n,0,1002,final,91,1029,0,0,11.9,2022-01-02T20:00:00,2022-01-02T20:00:00,1641153600,0,0,a03n,Haze,721,154,2,0.8
10.7,274.7,91,2022-01-02:21,9.9,0,0,-41,0,,n,0,1002,final,95,1029,0,0,10.7,2022-01-02T21:00:00,2022-01-02T21:00:00,1641157200,0,10,c04n,Overcast clouds,804,118,2.8,1.2
10.4,286.9,99,2022-01-02:22,9.6,0,0,-52,0,,n,0,1002,final,95,1029,0,0,10.4,2022-01-02T22:00:00,2022-01-02T22:00:00,1641160800,0,0,a03n,Haze,721,104,2.8,1.6
10.4,304.4,100,2022-01-02:23,10.1,0,0,-62.1,0,,n,0,1001,final,98,1028,0,0,10.4,2022-01-02T23:00:00,2022-01-02T23:00:00,1641164400,0,0,a05n,Fog,741,96,3.2,2
10.4,333.3,100,2022-01-03:00,9.6,0,0,-69.5,0,,n,0,1001,final,95,1028,0,0,10.4,2022-01-03T00:00:00,2022-01-03T00:00:00,1641168000,0,10,c04n,Overcast clouds,804,90,3.6,2
9.6,14.6,100,2022-01-03:01,9.3,0,0,-70.8,0,,n,0,1001,final,98,1028,0,0,9.6,2022-01-03T01:00:00,2022-01-03T01:00:00,1641171600,0,0,a05n,Fog,741,94,3.6,2
10,48.2,100,2022-01-03:02,9.7,0,0,-64.8,0,,n,0,1001,final,98,1028,0,0,10,2022-01-03T02:00:00,2022-01-03T02:00:00,1641175200,0,0,a05n,Fog,741,96,3.6,2
10,68.4,100,2022-01-03:03,9.7,0,0,-55.2,0,,n,0,1000,final,98,1027,0,0,10,2022-01-03T03:00:00,2022-01-03T03:00:00,1641178800,0,8,a05n,Fog,741,100,3.6,2
10,81.8,100,2022-01-03:04,8.9,0,0,-44.4,0,,n,0,1000,final,93,1027,0,0,10,2022-01-03T04:00:00,2022-01-03T04:00:00,1641182400,0,8,c04n,Overcast clouds,804,100,4,2
9.3,92.3,100,2022-01-03:05,9,0,0,-33.2,0,,n,0,1000,final,98,1027,0,0,9.3,2022-01-03T05:00:00,2022-01-03T05:00:00,1641186000,0,8,a05n,Fog,741,106,4,2.4
9.3,101.6,100,2022-01-03:06,8.5,0,0,-22.1,0,,n,0,999,final,95,1026,0,0,9.3,2022-01-03T06:00:00,2022-01-03T06:00:00,1641189600,0,8,c04n,Overcast clouds,804,112,4,2.4
9.3,110.6,100,2022-01-03:07,8.5,0,0,-11.3,0,,n,0,999,final,95,1026,0,0,9.3,2022-01-03T07:00:00,2022-01-03T07:00:00,1641193200,0,8,c04n,Overcast clouds,804,116,5.2,2.4
9.3,120.1,100,2022-01-03:08,8.5,0,0,-1.2,0,,n,0,998,final,95,1025,0,0,9.3,2022-01-03T08:00:00,2022-01-03T08:00:00,1641196800,0,8,c04n,Overcast clouds,804,114,5.2,2.4
10.4,130.5,98,2022-01-03:09,9.3,48,428,8,98,,d,0,999,final,93,1026,0,64,10.4,2022-01-03T09:00:00,2022-01-03T09:00:00,1641200400,0.4,8,c04d,Overcast clouds,804,116,6,2.8
11.9,142.2,99,2022-01-03:10,10.5,70,627,15.7,233,,d,0,998,final,91,1025,0,92,11.9,2022-01-03T10:00:00,2022-01-03T10:00:00,1641204000,0.5,7,c04d,Overcast clouds,804,118,6,2.4
13.3,155.4,99,2022-01-03:11,10.3,83,719,21.5,340,,d,0,998,final,82,1025,0,116,13.3,2022-01-03T11:00:00,2022-01-03T11:00:00,1641207600,0.6,7,c04d,Overcast clouds,804,152,6.8,2.4
14.4,170,100,2022-01-03:12,10.6,89,759,24.9,402,,d,0,998,final,78,1025,0,116,14.4,2022-01-03T12:00:00,2022-01-03T12:00:00,1641211200,0.7,3,c04d,Overcast clouds,804,184,9.2,3.6
14.8,185.2,100,2022-01-03:13,10.8,90,765,25.4,410,,d,0,997,final,77,1024,0,117,14.8,2022-01-03T13:00:00,2022-01-03T13:00:00,1641214800,0.7,6,c04d,Overcast clouds,804,196,10.8,4.8
15.2,200.1,99,2022-01-03:14,11.6,85,736,22.9,365,,d,0,996,final,79,1023,0,119,15.2,2022-01-03T14:00:00,2022-01-03T14:00:00,1641218400,0.6,6,c04d,Overcast clouds,804,198,11.2,5.2
14.8,213.8,100,2022-01-03:15,11.4,75,664,17.8,271,,d,0,996,final,80,1023,0,92,14.8,2022-01-03T15:00:00,2022-01-03T15:00:00,1641222000,0.5,6,c04d,Overcast clouds,804,196,11.2,5.2
14.4,226,100,2022-01-03:16,11.7,57,511,10.6,142,,d,0,995,final,84,1022,0,66,14.4,2022-01-03T16:00:00,2022-01-03T16:00:00,1641225600,0.4,6,c04d,Overcast clouds,804,196,10.4,4.8
13.7,236.8,100,2022-01-03:17,11.4,19,120,1.8,14,,d,0,995,final,86,1022,0,20,13.7,2022-01-03T17:00:00,2022-01-03T17:00:00,1641229200,0.4,7,c04n,Overcast clouds,804,192,9.2,4.4
13.3,246.5,77,2022-01-03:18,11.5,0,0,-8,0,,n,0,994,final,89,1021,0,0,13.3,2022-01-03T18:00:00,2022-01-03T18:00:00,1641232800,0,7,c04n,Overcast clouds,804,184,8.8,4.4
13.3,255.6,83,2022-01-03:19,11.5,0,0,-18.6,0,,n,0,994,final,89,1021,0,0,13.3,2022-01-03T19:00:00,2022-01-03T19:00:00,1641236400,0,7,c04n,Overcast clouds,804,176,9.6,4.4
13.3,264.8,57,2022-01-03:20,11.5,0,0,-29.6,0,,n,0,993,final,89,1020,0,0,13.3,2022-01-03T20:00:00,2022-01-03T20:00:00,1641240000,0,7,c03n,Broken clouds,803,176,9.6,4.4
13,274.7,68,2022-01-03:21,11.2,0,0,-40.8,0,,n,0,993,final,89,1020,0,0,13,2022-01-03T21:00:00,2022-01-03T21:00:00,1641243600,0,7,c03n,Broken clouds,803,174,9.6,4.4
13.3,286.9,66,2022-01-03:22,10.7,0,0,-51.8,0,,n,0,992,final,84,1019,0,0,13.3,2022-01-03T22:00:00,2022-01-03T22:00:00,1641247200,0,7,c03n,Broken clouds,803,162,10,4.8
13.3,304.4,94,2022-01-03:23,10.3,0,0,-61.9,0,,n,0,990,final,82,1017,0,0,13.3,2022-01-03T23:00:00,2022-01-03T23:00:00,1641250800,0,8,c04n,Overcast clouds,804,162,10,4.8
13.3,333.1,53,2022-01-04:00,9.5,0,0,-69.4,0,,n,0,990,final,78,1017,0,0,13.3,2022-01-04T00:00:00,2022-01-04T00:00:00,1641254400,0,8,c03n,Broken clouds,803,162,10.4,4.8
13,14.3,15,2022-01-04:01,9.3,0,0,-70.7,0,,n,0,988,final,78,1015,0,0,13,2022-01-04T01:00:00,2022-01-04T01:00:00,1641258000,0,8,c02n,Few clouds,801,164,10.8,4.8
13,47.9,4,2022-01-04:02,8.9,0,0,-64.8,0,,n,0.25,987,final,76,1014,0,0,13,2022-01-04T02:00:00,2022-01-04T02:00:00,1641261600,0,10,c02n,Few clouds,801,172,10.8,4.8
12.6,68.2,5,2022-01-04:03,8.1,0,0,-55.2,0,,n,0,987,final,74,1014,0,0,12.6,2022-01-04T03:00:00,2022-01-04T03:00:00,1641265200,0,8,c02n,Few clouds,801,182,11.2,5.2
13.3,81.6,52,2022-01-04:04,8.2,0,0,-44.4,0,,n,0,986,final,71,1013,0,0,13.3,2022-01-04T04:00:00,2022-01-04T04:00:00,1641268800,0,8,c03n,Broken clouds,803,184,12.4,6
13,92.1,94,2022-01-04:05,7.9,0,0,-33.2,0,,n,0.5,984,final,71,1011,0,0,13,2022-01-04T05:00:00,2022-01-04T05:00:00,1641272400,0,8,c04n,Overcast clouds,804,184,16,6.4
12.6,101.4,98,2022-01-04:06,9.6,0,0,-22.1,0,,n,0.75,984,final,82,1011,0,0,12.6,2022-01-04T06:00:00,2022-01-04T06:00:00,1641276000,0,8,r01n,Light rain,500,186,14,6.4
11.9,110.5,100,2022-01-04:07,10.5,0,0,-11.3,0,,n,0.75,983,final,91,1010,0,0,11.9,2022-01-04T07:00:00,2022-01-04T07:00:00,1641279600,0,8,r01n,Light rain,500,206,12.8,4.4
10,119.9,100,2022-01-04:08,8.9,0,0,-1.2,0,,n,2.75,984,final,93,1011,0,0,10,2022-01-04T08:00:00,2022-01-04T08:00:00,1641283200,0,8,r01n,Light rain,500,292,12.8,4
9.3,130.3,100,2022-01-04:09,7.4,48,429,8,98,,d,1,986,final,88,1013,0,58,9.3,2022-01-04T09:00:00,2022-01-04T09:00:00,1641286800,0.4,9,r01d,Light rain,500,326,14.4,6.4
9.6,142,97,2022-01-04:10,7,71,628,15.7,233,,d,0.5,988,final,84,1015,0,115,9.6,2022-01-04T10:00:00,2022-01-04T10:00:00,1641290400,0.5,9,c04d,Overcast clouds,804,322,11.6,4.8
9.6,155.3,73,2022-01-04:11,7.4,83,720,21.6,341,,d,0.25,989,final,86,1016,0,236,9.6,2022-01-04T11:00:00,2022-01-04T11:00:00,1641294000,0.9,16,c04d,Overcast clouds,804,302,9.2,3.6
10.4,169.9,55,2022-01-04:12,7.5,89,760,25,403,,d,0,990,final,82,1017,0,355,10.4,2022-01-04T12:00:00,2022-01-04T12:00:00,1641297600,1.4,16,c03d,Broken clouds,803,304,9.6,4
10.7,185.1,80,2022-01-04:13,7,90,766,25.5,412,,d,0.5,990,final,78,1017,0,238,10.7,2022-01-04T13:00:00,2022-01-04T13:00:00,1641301200,1,9,c04d,Overcast clouds,804,316,10.4,4.8
10.7,200.1,52,2022-01-04:14,7,86,738,23,367,,d,0.5,991,final,78,1018,0,331,10.7,2022-01-04T14:00:00,2022-01-04T14:00:00,1641304800,1.3,9,c03d,Broken clouds,803,316,11.2,4.4
11.1,213.8,35,2022-01-04:15,7.4,76,666,17.9,273,,d,0.25,991,final,78,1018,0,266,11.1,2022-01-04T15:00:00,2022-01-04T15:00:00,1641308400,1.2,9,c02d,Scattered clouds,802,316,10,4.4
11.1,226,29,2022-01-04:16,7,57,515,10.7,144,,d,0,992,final,76,1019,0,142,11.1,2022-01-04T16:00:00,2022-01-04T16:00:00,1641312000,1.1,9,c02d,Scattered clouds,802,308,8.8,4.8
10.4,236.8,40,2022-01-04:17,6.7,20,130,2,15,,d,0,993,final,78,1020,0,34,10.4,2022-01-04T17:00:00,2022-01-04T17:00:00,1641315600,0.9,8,c02n,Scattered clouds,802,312,6.8,4.8
9.3,246.5,32,2022-01-04:18,6.4,0,0,-7.9,0,,n,0,994,final,82,1021,0,0,9.3,2022-01-04T18:00:00,2022-01-04T18:00:00,1641319200,0,8,c02n,Scattered clouds,802,316,5.2,2.4
8.9,255.6,51,2022-01-04:19,6.3,0,0,-18.5,0,,n,0,994,final,84,1021,0,0,8.9,2022-01-04T19:00:00,2022-01-04T19:00:00,1641322800,0,8,c03n,Broken clouds,803,306,6,2.4
8.5,264.8,84,2022-01-04:20,6.3,0,0,-29.5,0,,n,0,995,final,86,1022,0,0,8.5,2022-01-04T20:00:00,2022-01-04T20:00:00,1641326400,0,8,c04n,Overcast clouds,804,304,6.4,2.4
8.5,274.8,88,2022-01-04:21,6.3,0,0,-40.7,0,,n,0,995,final,86,1022,0,0,8.5,2022-01-04T21:00:00,2022-01-04T21:00:00,1641330000,0,8,c04n,Overcast clouds,804,308,6.8,2
9.3,287,90,2022-01-04:22,7.7,0,0,-51.7,0,,n,0,996,final,90,1023,0,0,9.3,2022-01-04T22:00:00,2022-01-04T22:00:00,1641333600,0,8,c04n,Overcast clouds,804,312,7.6,1.6
9.6,304.4,97,2022-01-04:23,8,0,0,-61.8,0,,n,0.5,996,final,90,1023,0,0,9.6,2022-01-04T23:00:00,2022-01-04T23:00:00,1641337200,0,8,c04n,Overcast clouds,804,306,6,0.8
8.9,333,81,2022-01-05:00,7.8,0,0,-69.3,0,,n,0,996,final,93,1023,0,0,8.9,2022-01-05T00:00:00,2022-01-05T00:00:00,1641340800,0,7,c04n,Overcast clouds,804,300,4.4,0.8
7.8,13.9,71,2022-01-05:01,7.1,0,0,-70.6,0,,n,0.5,996,final,95,1023,0,0,7.8,2022-01-05T01:00:00,2022-01-05T01:00:00,1641344400,0,7,c04n,Overcast clouds,804,210,3.6,0.4
7,47.6,82,2022-01-05:02,6.3,0,0,-64.7,0,,n,0,994,final,97,1022,0,0,6.7,2022-01-05T02:00:00,2022-01-05T02:00:00,1641348000,0,10,a05n,Fog,741,238,3.6,0.8
7.4,67.9,96,2022-01-05:03,6.7,0,0,-55.2,0,,n,0,996,final,95,1023,0,0,7.4,2022-01-05T03:00:00,2022-01-05T03:00:00,1641351600,0,6,c04n,Overcast clouds,804,298,2.8,0.8
7,81.4,98,2022-01-05:04,6.7,0,0,-44.4,0,,n,0,995,final,100,1023,0,0,6.7,2022-01-05T04:00:00,2022-01-05T04:00:00,1641355200,0,6,a05n,Fog,741,286,2,0.8
7,91.9,85,2022-01-05:05,6.3,0,0,-33.2,0,,n,0,995,final,97,1023,0,0,6.7,2022-01-05T05:00:00,2022-01-05T05:00:00,1641358800,0,6,a05n,Fog,741,218,2.4,0.8
7.3,101.3,76,2022-01-05:06,6.3,0,0,-22.1,0,,n,0,996,final,95,1023,0,0,7,2022-01-05T06:00:00,2022-01-05T06:00:00,1641362400,0,6,c04n,Overcast clouds,804,212,2.4,0.8
6.6,110.3,85,2022-01-05:07,6.6,0,0,-11.3,0,,n,0,996,final,97,1023,0,0,7,2022-01-05T07:00:00,2022-01-05T07:00:00,1641366000,0,6,a05n,Fog,741,214,2.8,1.2
7.4,119.8,98,2022-01-05:08,7,0,0,-1.2,0,,n,0,995,final,97,1022,0,0,7.4,2022-01-05T08:00:00,2022-01-05T08:00:00,1641369600,0,6,a05n,Fog,741,222,3.2,1.6
7.8,130.2,88,2022-01-05:09,7.5,48,429,8,98,,d,0,995,final,98,1022,0,89,7.8,2022-01-05T09:00:00,2022-01-05T09:00:00,1641373200,0.5,6,a05d,Fog,741,208,4.4,1.6
9.3,141.9,84,2022-01-05:10,8.5,71,628,15.8,234,,d,0.5,994,final,95,1021,0,118,9.3,2022-01-05T10:00:00,2022-01-05T10:00:00,1641376800,0.6,5,c04d,Overcast clouds,804,180,5.2,2.8
10,155.1,100,2022-01-05:11,9.2,83,720,21.6,342,,d,0.5,994,final,95,1021,0,117,10,2022-01-05T11:00:00,2022-01-05T11:00:00,1641380400,0.6,4,c04d,Overcast clouds,804,224,6.8,3.6
11.1,169.7,100,2022-01-05:12,10.3,89,761,25,405,,d,0.25,993,final,95,1020,0,116,11.1,2022-01-05T12:00:00,2022-01-05T12:00:00,1641384000,0.7,3,c04d,Overcast clouds,804,218,8.4,4.4
11.9,185,100,2022-01-05:13,11.1,90,767,25.6,415,,d,1.25,991,final,95,1018,0,106,11.9,2022-01-05T13:00:00,2022-01-05T13:00:00,1641387600,0.7,9,r01d,Light rain,500,242,11.2,5.2
12.6,200,89,2022-01-05:14,11.5,86,739,23.1,370,,d,1,990,final,93,1017,0,134,12.6,2022-01-05T14:00:00,2022-01-05T14:00:00,1641391200,0.8,9,r01d,Light rain,500,312,11.6,4.8
12.2,213.7,42,2022-01-05:15,9.9,76,668,18.1,276,,d,0.25,990,final,86,1017,0,255,12.2,2022-01-05T15:00:00,2022-01-05T15:00:00,1641394800,1.2,9,c03d,Broken clouds,803,326,11.6,4.4
11.9,226,36,2022-01-05:16,8.6,57,519,10.9,147,,d,0,991,final,80,1018,0,143,11.9,2022-01-05T16:00:00,2022-01-05T16:00:00,1641398400,1,9,c02d,Scattered clouds,802,322,10.4,4
10.7,236.8,29,2022-01-05:17,7.4,21,140,2.1,17,,d,0,991,final,80,1018,0,38,10.7,2022-01-05T17:00:00,2022-01-05T17:00:00,1641402000,1,9,c02n,Scattered clouds,802,318,8.4,3.2
10.4,246.5,37,2022-01-05:18,6.7,0,0,-7.7,0,,n,0,992,final,78,1019,0,0,10.4,2022-01-05T18:00:00,2022-01-05T18:00:00,1641405600,0,9,c02n,Scattered clouds,802,316,7.2,2.8
10.4,255.7,27,2022-01-05:19,6.7,0,0,-18.3,0,,n,0,993,final,78,1020,0,0,10.4,2022-01-05T19:00:00,2022-01-05T19:00:00,1641409200,0,8,c02n,Scattered clouds,802,316,6.4,2.8
8.9,264.8,22,2022-01-05:20,6.3,0,0,-29.3,0,,n,0,993,final,84,1020,0,0,8.9,2022-01-05T20:00:00,2022-01-05T20:00:00,1641412800,0,8,c02n,Scattered clouds,802,322,6.4,2.8
8.5,274.8,7,2022-01-05:21,6.3,0,0,-40.5,0,,n,0,993,final,86,1020,0,0,8.5,2022-01-05T21:00:00,2022-01-05T21:00:00,1641416400,0,8,c02n,Few clouds,801,324,6,2.4
7.8,287,16,2022-01-05:22,5.3,0,0,-51.5,0,,n,0,994,final,84,1021,0,0,7.8,2022-01-05T22:00:00,2022-01-05T22:00:00,1641420000,0,8,c02n,Few clouds,801,336,4.8,2
6.1,304.4,36,2022-01-05:23,4.8,0,0,-61.6,0,,n,0,994,final,86,1021,0,0,7,2022-01-05T23:00:00,2022-01-05T23:00:00,1641423600,0,8,c02n,Scattered clouds,802,340,3.6,1.6
7.4,332.8,3,2022-01-06:00,4.9,0,0,-69.1,0,,n,0,995,final,84,1022,0,0,7.4,2022-01-06T00:00:00,2022-01-06T00:00:00,1641427200,0,8,c02n,Few clouds,801,340,3.2,2
