app_temp,azimuth,clouds,datetime,dewpt,dhi,dni,elev_angle,ghi,h_angle,pod,precip,pres,revision_status,rh,slp,snow,solar_rad,temp,timestamp_local,timestamp_utc,ts,uv,vis,weather/description,weather/code,weather/icon,wind_dir,wind_gust_spd,wind_spd
4.9,43.4,78,2023-04-03:03,4.1,0,0,-32.9,0,,n,0,994,final,88,1022,0,0,5.9,2023-04-03T04:00:00,2023-04-03T03:00:00,1680490800,0,16,Overcast clouds,804,c04n,66,3.6,1.6
4.5,57.3,100,2023-04-03:04,3.4,0,0,-24.3,0,,n,0,993,final,86,1021,0,0,5.6,2023-04-03T05:00:00,2023-04-03T04:00:00,1680494400,0,16,Overcast clouds,804,c04n,74,3.6,1.6
5.1,69,100,2023-04-03:05,3.4,0,0,-14.3,0,,n,0,992,final,86,1020,0,0,5.6,2023-04-03T06:00:00,2023-04-03T05:00:00,1680498000,0,16,Overcast clouds,804,c04n,74,3.6,1.2
4.4,79.5,100,2023-04-03:06,3.2,0,0,-3.5,0,,n,0,992,final,83,1020,0,0,5.9,2023-04-03T07:00:00,2023-04-03T06:00:00,1680501600,0,16,Overcast clouds,804,c04n,80,4,2
4.2,89.4,98,2023-04-03:07,2.9,45,404,7.7,90,,d,0,993,final,79,1020,0,59,6.3,2023-04-03T08:00:00,2023-04-03T07:00:00,1680505200,0.6,16,Overcast clouds,804,c04d,84,5.2,2.8
8.9,99.7,96,2023-04-03:08,5.3,75,657,18.9,280,,d,0,993,final,78,1020,0,136,8.9,2023-04-03T09:00:00,2023-04-03T08:00:00,1680508800,0.7,16,Overcast clouds,804,c04d,88,5.2,2.8
11.9,111,97,2023-04-03:09,7,93,780,29.7,473,,d,0,993,final,72,1020,0,182,11.9,2023-04-03T10:00:00,2023-04-03T09:00:00,1680512400,1.1,16,Overcast clouds,804,c04d,100,5.2,2
14.8,124.6,100,2023-04-03:10,7.4,106,849,39.6,640,,d,0,992,final,61,1019,0,170,14.8,2023-04-03T11:00:00,2023-04-03T10:00:00,1680516000,1.5,16,Overcast clouds,804,c04d,122,4.8,2
16.3,141.9,99,2023-04-03:11,7,113,889,47.8,765,,d,0,992,final,54,1019,0,213,16.3,2023-04-03T12:00:00,2023-04-03T11:00:00,1680519600,2,16,Overcast clouds,804,c04d,180,5.2,2
17,164,95,2023-04-03:12,7.6,117,909,53,835,,d,0,993,final,54,1019,0,204,17,2023-04-03T13:00:00,2023-04-03T12:00:00,1680523200,2.5,16,Overcast clouds,804,c04d,226,5.2,2.4
17,189.1,98,2023-04-03:13,8.4,118,911,53.6,844,,d,0,992,final,57,1018,0,135,17,2023-04-03T14:00:00,2023-04-03T13:00:00,1680526800,2.4,16,Overcast clouds,804,c04d,256,5.2,2.4
17,212.4,98,2023-04-03:14,9.2,115,897,49.7,791,,d,0,991,final,60,1017,0,126,17,2023-04-03T15:00:00,2023-04-03T14:00:00,1680530400,2.1,16,Overcast clouds,804,c04d,268,6,2
16.7,231.1,99,2023-04-03:15,9.6,108,863,42.2,681,,d,0,990,final,63,1016,0,197,16.7,2023-04-03T16:00:00,2023-04-03T15:00:00,1680534000,1.6,16,Overcast clouds,804,c04d,268,6.8,1.6
16.3,245.6,100,2023-04-03:16,9.9,97,803,32.6,524,,d,0,989,final,66,1015,0,149,16.3,2023-04-03T17:00:00,2023-04-03T16:00:00,1680537600,1.1,16,Overcast clouds,804,c04d,302,6.4,0.8
15.2,257.5,100,2023-04-03:17,10.4,81,700,22,337,,d,0,988,final,73,1014,0,104,15.2,2023-04-03T18:00:00,2023-04-03T17:00:00,1680541200,0.7,16,Overcast clouds,804,c04d,350,5.2,1.2
14.8,267.9,100,2023-04-03:18,10,56,501,10.9,142,,d,0.5,987,final,73,1014,0,70,14.8,2023-04-03T19:00:00,2023-04-03T18:00:00,1680544800,0.6,16,Overcast clouds,804,c04d,318,4.4,2
14.1,277.9,100,2023-04-03:19,10.3,2,1,-0.3,0,,n,0.5,987,final,78,1014,0,0,14.1,2023-04-03T20:00:00,2023-04-03T19:00:00,1680548400,0,10,Overcast clouds,804,c04n,310,4.8,2.8
13.3,288.1,100,2023-04-03:20,10.3,0,0,-11.2,0,,n,0.5,987,final,82,1014,0,0,13.3,2023-04-03T21:00:00,2023-04-03T20:00:00,1680552000,0,16,Overcast clouds,804,c04n,298,5.6,2.8
12.6,299.5,100,2023-04-03:21,9.6,0,0,-21.4,0,,n,0,987,final,82,1014,0,0,12.6,2023-04-03T22:00:00,2023-04-03T21:00:00,1680555600,0,16,Overcast clouds,804,c04n,300,5.6,2.8
12.2,312.7,100,2023-04-03:22,9.9,0,0,-30.5,0,,n,0,987,final,86,1014,0,0,12.2,2023-04-03T23:00:00,2023-04-03T22:00:00,1680559200,0,16,Overcast clouds,804,c04n,318,5.2,2.4
12.6,328.6,100,2023-04-03:23,9.6,0,0,-37.6,0,,n,0.75,987,final,82,1014,0,0,12.6,2023-04-04T00:00:00,2023-04-03T23:00:00,1680562800,0,16,Light rain,500,r01n,324,4.4,1.6
12.2,347.2,100,2023-04-04:00,9.6,0,0,-41.8,0,,n,0.25,988,final,84,1015,0,0,12.2,2023-04-04T01:00:00,2023-04-04T00:00:00,1680566400,0,16,Overcast clouds,804,c04n,354,5.2,1.6
11.1,7.3,100,2023-04-04:01,8.8,0,0,-42.3,0,,n,0,987,final,86,1014,0,0,11.1,2023-04-04T02:00:00,2023-04-04T01:00:00,1680570000,0,16,Overcast clouds,804,c04n,24,4.4,1.6
10.7,26.6,94,2023-04-04:02,8.5,0,0,-39,0,,n,0,987,final,86,1014,0,0,10.7,2023-04-04T03:00:00,2023-04-04T02:00:00,1680573600,0,16,Overcast clouds,804,c04n,38,4.4,1.6
10.4,43.2,87,2023-04-04:03,7.8,0,0,-32.6,0,,n,0,986,final,84,1013,0,0,10.4,2023-04-04T04:00:00,2023-04-04T03:00:00,1680577200,0,16,Overcast clouds,804,c04n,42,4.4,1.6
10,57.1,45,2023-04-04:04,7.1,0,0,-23.9,0,,n,0,986,final,82,1013,0,0,10,2023-04-04T05:00:00,2023-04-04T04:00:00,1680580800,0,16,Broken clouds,803,c03n,42,4.8,2
9.3,68.8,0,2023-04-04:05,6.4,0,0,-13.9,0,,n,0,986,final,82,1013,0,0,9.3,2023-04-04T06:00:00,2023-04-04T05:00:00,1680584400,0,16,Clear Sky,800,c01n,50,4.8,2
8.5,79.3,1,2023-04-04:06,5.6,0,0,-3.2,0,,n,0,987,final,82,1014,0,0,8.5,2023-04-04T07:00:00,2023-04-04T06:00:00,1680588000,0,16,Clear Sky,800,c01n,58,5.2,2.4
8.9,89.2,1,2023-04-04:07,6,46,414,8,95,,d,0,987,final,82,1014,0,95,8.9,2023-04-04T08:00:00,2023-04-04T07:00:00,1680591600,1.8,16,Clear Sky,800,c01d,60,5.6,2.8
12.6,99.4,0,2023-04-04:08,7.5,75,661,19.2,286,,d,0,988,final,71,1015,0,286,12.6,2023-04-04T09:00:00,2023-04-04T08:00:00,1680595200,2.2,16,Clear Sky,800,c01d,68,6,2.8
15.6,110.7,0,2023-04-04:09,6.6,94,782,30,478,,d,0,989,final,55,1015,0,478,15.6,2023-04-04T10:00:00,2023-04-04T09:00:00,1680598800,3.2,16,Clear Sky,800,c01d,80,6.4,2.4
18.1,124.3,0,2023-04-04:10,5,106,851,40,645,,d,0,990,final,42,1016,0,645,18.1,2023-04-04T11:00:00,2023-04-04T10:00:00,1680602400,4.8,16,Clear Sky,800,c01d,86,8.4,3.6
18.3,141.8,0,2023-04-04:11,4.3,113,890,48.2,770,,d,0,990,final,37,1016,0,770,19.3,2023-04-04T12:00:00,2023-04-04T11:00:00,1680606000,6.3,16,Clear Sky,800,c01d,84,9.6,4
19.4,164,0,2023-04-04:12,3.6,117,909,53.3,839,,d,0.25,989,final,33,1015,0,839,20.4,2023-04-04T13:00:00,2023-04-04T12:00:00,1680609600,7.4,16,Clear Sky,800,c01d,80,9.6,4
20.5,189.3,0,2023-04-04:13,3.2,118,912,54,848,,d,0,989,final,30,1015,0,848,21.5,2023-04-04T14:00:00,2023-04-04T13:00:00,1680613200,7.5,16,Clear Sky,800,c01d,74,8.8,3.6
21.6,212.8,0,2023-04-04:14,2.7,115,897,50,795,,d,0,989,final,27,1015,0,795,22.6,2023-04-04T15:00:00,2023-04-04T14:00:00,1680616800,6.7,16,Clear Sky,800,c01d,66,7.6,2.8
22,231.5,0,2023-04-04:15,2.5,108,864,42.4,684,,d,0,989,final,26,1015,0,684,23,2023-04-04T16:00:00,2023-04-04T15:00:00,1680620400,5.2,16,Clear Sky,800,c01d,56,6.4,2.4
22.1,246,0,2023-04-04:16,3,98,805,32.9,528,,d,0,988,final,27,1014,0,528,23,2023-04-04T17:00:00,2023-04-04T16:00:00,1680624000,3.6,16,Clear Sky,800,c01d,28,5.2,1.6
21.4,257.8,0,2023-04-04:17,5.6,81,702,22.2,340,,d,0,988,final,34,1014,0,340,22.2,2023-04-04T18:00:00,2023-04-04T17:00:00,1680627600,2.4,16,Clear Sky,800,c01d,342,4.4,1.2
20.3,268.2,0,2023-04-04:18,7,56,506,11.1,145,,d,0,989,final,40,1015,0,145,21.1,2023-04-04T19:00:00,2023-04-04T18:00:00,1680631200,1.8,16,Clear Sky,800,c01d,312,3.2,1.2
17.9,278.2,0,2023-04-04:19,5,4,4,-0.1,1,,d,0,989,final,40,1015,0,5,18.9,2023-04-04T20:00:00,2023-04-04T19:00:00,1680634800,0,16,Clear Sky,800,c01n,314,3.6,2
17,288.5,0,2023-04-04:20,5.9,0,0,-10.9,0,,n,0,990,final,48,1016,0,0,17,2023-04-04T21:00:00,2023-04-04T20:00:00,1680638400,0,16,Clear Sky,800,c01n,352,3.6,2
14.4,299.8,0,2023-04-04:21,6,0,0,-21.2,0,,n,0,990,final,57,1017,0,0,14.4,2023-04-04T22:00:00,2023-04-04T21:00:00,1680642000,0,16,Clear Sky,800,c01n,24,3.6,2
11.5,313,0,2023-04-04:22,5.2,0,0,-30.2,0,,n,0,990,final,65,1017,0,0,11.5,2023-04-04T23:00:00,2023-04-04T22:00:00,1680645600,0,16,Clear Sky,800,c01n,52,4,2.4
10.4,328.8,0,2023-04-04:23,4.8,0,0,-37.3,0,,n,0,991,final,68,1018,0,0,10.4,2023-04-05T00:00:00,2023-04-04T23:00:00,1680649200,0,16,Clear Sky,800,c01n,62,4.4,2
