app_temp,azimuth,clouds,datetime,dewpt,dhi,dni,elev_angle,ghi,h_angle,pod,precip,pres,revision_status,rh,slp,snow,solar_rad,temp,timestamp_local,timestamp_utc,ts,uv,vis,weather/description,weather/code,weather/icon,wind_dir,wind_gust_spd,wind_spd
13.3,325.3,100,2023-03-23:23,13,0,0,-41.1,0,,n,0.25,988,final,98,1015,0,0,13.3,2023-03-23T23:00:00,2023-03-23T23:00:00,1679612400,0,16,Fog,741,a05n,200,11.2,5.2
13.3,345,100,2023-03-24:00,12.5,0,0,-45.8,0,,n,2,988,final,95,1015,0,0,13.3,2023-03-24T00:00:00,2023-03-24T00:00:00,1679616000,0,16,Light rain,500,r01n,210,10,5.2
13.7,6.8,100,2023-03-24:01,12.9,0,0,-46.7,0,,n,1.25,988,final,95,1015,0,0,13.7,2023-03-24T01:00:00,2023-03-24T01:00:00,1679619600,0,16,Light rain,500,r01n,224,10,4.4
13.7,27.5,100,2023-03-24:02,12.9,0,0,-43.3,0,,n,0.25,989,final,95,1016,0,0,13.7,2023-03-24T02:00:00,2023-03-24T02:00:00,1679623200,0,10,Overcast clouds,804,c04n,238,8,3.6
13,45.1,100,2023-03-24:03,12.2,0,0,-36.6,0,,n,0.75,988,final,95,1015,0,0,13,2023-03-24T03:00:00,2023-03-24T03:00:00,1679626800,0,10,Light rain,500,r01n,252,6,2.4
12.6,59.4,100,2023-03-24:04,11.8,0,0,-27.8,0,,n,0.25,989,final,95,1016,0,0,12.6,2023-03-24T04:00:00,2023-03-24T04:00:00,1679630400,0,10,Overcast clouds,804,c04n,272,4.4,2
12.2,71.3,97,2023-03-24:05,11.4,0,0,-17.5,0,,n,0,989,final,95,1016,0,0,12.2,2023-03-24T05:00:00,2023-03-24T05:00:00,1679634000,0,10,Overcast clouds,804,c04n,278,3.6,2
11.5,81.9,79,2023-03-24:06,10.7,0,0,-6.7,0,,n,0,990,final,95,1017,0,0,11.5,2023-03-24T06:00:00,2023-03-24T06:00:00,1679637600,0,10,Overcast clouds,804,c04n,284,3.2,1.6
11.1,91.9,32,2023-03-24:07,10.8,33,275,4.6,45,,d,0,991,final,98,1018,0,43,11.1,2023-03-24T07:00:00,2023-03-24T07:00:00,1679641200,1.4,16,Fog,741,a05n,290,3.2,1.2
11.9,102.1,38,2023-03-24:08,11.1,68,608,15.7,225,,d,0,992,final,95,1019,0,210,11.9,2023-03-24T08:00:00,2023-03-24T08:00:00,1679644800,1.5,16,Scattered clouds,802,c02d,298,4,1.6
13.3,113.4,22,2023-03-24:09,11,89,753,26.4,417,,d,0,993,final,86,1020,0,401,13.3,2023-03-24T09:00:00,2023-03-24T09:00:00,1679648400,2.4,16,Scattered clouds,802,c02d,288,5.6,2
14.4,126.8,51,2023-03-24:10,10.6,102,833,36.1,586,,d,0,994,final,78,1021,0,514,14.4,2023-03-24T10:00:00,2023-03-24T10:00:00,1679652000,2.7,16,Broken clouds,803,c03d,278,6.4,2.4
15.9,143.5,60,2023-03-24:11,10,111,877,44,713,,d,0,994,final,68,1021,0,600,15.9,2023-03-24T11:00:00,2023-03-24T11:00:00,1679655600,3.2,16,Broken clouds,803,c03d,268,8,3.2
16.3,164.1,49,2023-03-24:12,9.3,115,899,49,786,,d,0,995,final,63,1022,0,723,16.3,2023-03-24T12:00:00,2023-03-24T12:00:00,1679659200,4.3,16,Broken clouds,803,c03d,266,8.8,3.6
16.3,187.3,71,2023-03-24:13,9,116,903,49.9,798,,d,0,995,final,62,1022,0,574,16.3,2023-03-24T13:00:00,2023-03-24T13:00:00,1679662800,3.4,16,Overcast clouds,804,c04d,264,8.8,4
16.7,209.2,77,2023-03-24:14,8.1,113,888,46.3,748,,d,0,995,final,57,1022,0,471,16.7,2023-03-24T14:00:00,2023-03-24T14:00:00,1679666400,2.8,16,Overcast clouds,804,c04d,268,8.8,4
16.7,227.4,77,2023-03-24:15,8.1,106,853,39.4,641,,d,0,995,final,57,1022,0,404,16.7,2023-03-24T15:00:00,2023-03-24T15:00:00,1679670000,2.2,16,Overcast clouds,804,c04d,268,8.4,3.6
16.3,241.9,64,2023-03-24:16,7.5,95,789,30.3,486,,d,0,995,final,56,1022,0,390,16.3,2023-03-24T16:00:00,2023-03-24T16:00:00,1679673600,1.8,16,Broken clouds,803,c03d,268,7.6,3.2
15.6,253.9,50,2023-03-24:17,7.4,77,676,19.9,300,,d,0,995,final,58,1022,0,274,15.6,2023-03-24T17:00:00,2023-03-24T17:00:00,1679677200,1.5,16,Broken clouds,803,c03d,268,6.8,3.2
14.4,264.5,58,2023-03-24:18,7.7,50,447,8.9,110,,d,0,996,final,64,1023,0,94,14.4,2023-03-24T18:00:00,2023-03-24T18:00:00,1679680800,1.1,16,Broken clouds,803,c03d,274,4.8,2.8
12.6,274.5,59,2023-03-24:19,8.5,0,0,-2.3,0,,n,0,996,final,76,1023,0,0,12.6,2023-03-24T19:00:00,2023-03-24T19:00:00,1679684400,0,16,Broken clouds,803,c03n,270,3.6,2
11.9,284.7,60,2023-03-24:20,8.2,0,0,-13.3,0,,n,0,997,final,78,1024,0,0,11.9,2023-03-24T20:00:00,2023-03-24T20:00:00,1679688000,0,16,Broken clouds,803,c03n,254,3.2,2
13,296.1,58,2023-03-24:21,7,0,0,-23.8,0,,n,0,997,final,67,1024,0,0,13,2023-03-24T21:00:00,2023-03-24T21:00:00,1679691600,0,16,Broken clouds,803,c03n,246,2.4,1.6
11.9,309.4,43,2023-03-24:22,7,0,0,-33.2,0,,n,0,997,final,72,1024,0,0,11.9,2023-03-24T22:00:00,2023-03-24T22:00:00,1679695200,0,16,Broken clouds,803,c03n,316,2,0.4
11.1,325.6,36,2023-03-24:23,6.6,0,0,-40.8,0,,n,0,998,final,74,1025,0,0,11.1,2023-03-24T23:00:00,2023-03-24T23:00:00,1679698800,0,16,Scattered clouds,802,c02n,114,0.8,0.4
9.3,345.2,30,2023-03-25:00,6.7,0,0,-45.5,0,,n,0,998,final,84,1025,0,0,9.3,2023-03-25T00:00:00,2023-03-25T00:00:00,1679702400,0,16,Scattered clouds,802,c02n,106,1.6,0.8
8.5,6.8,27,2023-03-25:01,6.3,0,0,-46.3,0,,n,0,998,final,86,1025,0,0,8.5,2023-03-25T01:00:00,2023-03-25T01:00:00,1679706000,0,16,Scattered clouds,802,c02n,102,2,1.2
7.4,27.4,30,2023-03-25:02,5.9,0,0,-42.9,0,,n,0,997,final,90,1024,0,0,7.4,2023-03-25T02:00:00,2023-03-25T02:00:00,1679709600,0,16,Scattered clouds,802,c02n,106,2.8,1.6
6.1,44.9,32,2023-03-25:03,5.9,0,0,-36.3,0,,n,0,996,final,93,1024,0,0,7,2023-03-25T03:00:00,2023-03-25T03:00:00,1679713200,0,16,Scattered clouds,802,c02n,112,3.2,1.6
4.9,59.2,91,2023-03-25:04,5.6,0,0,-27.4,0,,n,0,995,final,95,1023,0,0,6.3,2023-03-25T04:00:00,2023-03-25T04:00:00,1679716800,0,16,Overcast clouds,804,c04n,102,3.2,2
4.1,71.1,100,2023-03-25:05,5.5,0,0,-17.2,0,,n,0,995,final,97,1023,0,0,5.9,2023-03-25T05:00:00,2023-03-25T05:00:00,1679720400,0,16,Fog,741,a05n,98,3.6,2.4
3.2,81.6,99,2023-03-25:06,4.8,0,0,-6.3,0,,n,0,995,final,97,1023,0,0,5.2,2023-03-25T06:00:00,2023-03-25T06:00:00,1679724000,0,16,Fog,741,a05n,100,3.6,2.4
2.8,91.6,97,2023-03-25:07,4.4,34,290,4.9,49,,d,0,995,final,97,1023,0,43,4.8,2023-03-25T07:00:00,2023-03-25T07:00:00,1679727600,0.6,16,Fog,741,a05n,94,4.8,2.4
7.4,101.9,97,2023-03-25:08,6.3,69,614,16,231,,d,0,997,final,93,1024,0,113,7.4,2023-03-25T08:00:00,2023-03-25T08:00:00,1679731200,0.7,16,Overcast clouds,804,c04d,100,5.2,2.4
10.4,113.2,97,2023-03-25:09,8.2,89,756,26.7,423,,d,0,997,final,86,1024,0,169,10.4,2023-03-25T09:00:00,2023-03-25T09:00:00,1679734800,0.9,16,Overcast clouds,804,c04d,118,5.6,2
13.7,126.6,95,2023-03-25:10,8.1,103,834,36.4,591,,d,0,997,final,69,1024,0,144,13.7,2023-03-25T10:00:00,2023-03-25T10:00:00,1679738400,1.4,16,Overcast clouds,804,c04d,148,7.2,2.8
14.8,143.4,98,2023-03-25:11,7.8,111,879,44.4,719,,d,0,997,final,63,1024,0,115,14.8,2023-03-25T11:00:00,2023-03-25T11:00:00,1679742000,1.8,16,Overcast clouds,804,c04d,174,8.4,3.6
15.9,164.1,100,2023-03-25:12,7.7,115,900,49.4,791,,d,0,996,final,58,1023,0,194,15.9,2023-03-25T12:00:00,2023-03-25T12:00:00,1679745600,2,16,Overcast clouds,804,c04d,188,9.6,4.4
16.3,187.4,100,2023-03-25:13,8.3,116,904,50.2,803,,d,0,996,final,59,1023,0,196,16.3,2023-03-25T13:00:00,2023-03-25T13:00:00,1679749200,2.1,16,Overcast clouds,804,c04d,198,10.8,4.8
15.6,209.5,100,2023-03-25:14,8.6,113,889,46.7,753,,d,0.25,996,final,63,1023,0,188,15.6,2023-03-25T14:00:00,2023-03-25T14:00:00,1679752800,1.9,16,Overcast clouds,804,c04d,206,11.6,4.8
15.2,227.7,100,2023-03-25:15,9.3,106,854,39.7,645,,d,0.25,996,final,68,1023,0,171,15.2,2023-03-25T15:00:00,2023-03-25T15:00:00,1679756400,1.5,16,Overcast clouds,804,c04d,208,11.6,5.2
14.8,242.3,100,2023-03-25:16,10,95,791,30.5,490,,d,0,995,final,73,1022,0,144,14.8,2023-03-25T16:00:00,2023-03-25T16:00:00,1679760000,1,16,Overcast clouds,804,c04d,208,10.8,5.6
14.4,254.3,100,2023-03-25:17,11,78,679,20.1,304,,d,0.25,995,final,80,1022,0,98,14.4,2023-03-25T17:00:00,2023-03-25T17:00:00,1679763600,0.7,16,Overcast clouds,804,c04d,210,9.6,6
14.1,264.8,100,2023-03-25:18,11.8,50,453,9.1,113,,d,0,995,final,86,1022,0,57,14.1,2023-03-25T18:00:00,2023-03-25T18:00:00,1679767200,0.6,16,Overcast clouds,804,c04d,210,10.4,4.8
14.1,274.8,100,2023-03-25:19,12.3,0,0,-2.1,0,,n,0.5,995,final,89,1022,0,0,14.1,2023-03-25T19:00:00,2023-03-25T19:00:00,1679770800,0,16,Overcast clouds,804,c04n,212,10.8,4.8
13.7,285.1,100,2023-03-25:20,12.6,0,0,-13.1,0,,n,1,995,final,93,1022,0,0,13.7,2023-03-25T20:00:00,2023-03-25T20:00:00,1679774400,0,16,Light rain,500,r01n,216,10.8,4.8
13.7,296.4,100,2023-03-25:21,12.9,0,0,-23.6,0,,n,1,995,final,95,1022,0,0,13.7,2023-03-25T21:00:00,2023-03-25T21:00:00,1679778000,0,16,Light rain,500,r01n,228,10,4.8
13.7,309.7,99,2023-03-25:22,12.9,0,0,-33,0,,n,0.25,995,final,95,1022,0,0,13.7,2023-03-25T22:00:00,2023-03-25T22:00:00,1679781600,0,10,Overcast clouds,804,c04n,250,9.2,4.4
13.7,326,80,2023-03-25:23,12.6,0,0,-40.5,0,,n,0.5,996,final,93,1023,0,0,13.7,2023-03-25T23:00:00,2023-03-25T23:00:00,1679785200,0,10,Overcast clouds,804,c04n,272,8.4,3.2
13,345.5,56,2023-03-26:00,11.9,0,0,-45.1,0,,n,0,996,final,93,1023,0,0,13,2023-03-26T00:00:00,2023-03-26T00:00:00,1679788800,0,10,Broken clouds,803,c03n,290,7.2,2.8
12.2,6.9,48,2023-03-26:01,10.8,0,0,-45.8,0,,n,0,996,final,91,1023,0,0,12.2,2023-03-26T02:00:00,2023-03-26T01:00:00,1679792400,0,16,Broken clouds,803,c03n,302,6,2.4
11.5,27.3,38,2023-03-26:02,10.1,0,0,-42.5,0,,n,0,996,final,91,1023,0,0,11.5,2023-03-26T03:00:00,2023-03-26T02:00:00,1679796000,0,16,Scattered clouds,802,c02n,298,5.2,2
11.1,44.7,45,2023-03-26:03,9.7,0,0,-35.9,0,,n,0,996,final,91,1023,0,0,11.1,2023-03-26T04:00:00,2023-03-26T03:00:00,1679799600,0,16,Broken clouds,803,c03n,292,4.4,2
10.4,59,46,2023-03-26:04,9,0,0,-27,0,,n,0,996,final,91,1023,0,0,10.4,2023-03-26T05:00:00,2023-03-26T04:00:00,1679803200,0,16,Broken clouds,803,c03n,292,4,1.6
9.6,70.9,51,2023-03-26:05,8.5,0,0,-16.9,0,,n,0,996,final,93,1023,0,0,9.6,2023-03-26T06:00:00,2023-03-26T05:00:00,1679806800,0,16,Broken clouds,803,c03n,306,4,1.6
10,81.4,48,2023-03-26:06,8.6,0,0,-6,0,,n,0,997,final,91,1024,0,0,10,2023-03-26T07:00:00,2023-03-26T06:00:00,1679810400,0,16,Broken clouds,803,c03n,304,3.6,2
9.6,91.4,53,2023-03-26:07,8.5,36,305,5.2,54,,d,0,998,final,93,1025,0,48,9.6,2023-03-26T08:00:00,2023-03-26T07:00:00,1679814000,1.1,16,Broken clouds,803,c03d,302,3.6,1.2
11.1,101.6,77,2023-03-26:08,8.8,70,619,16.3,236,,d,0,998,final,86,1025,0,149,11.1,2023-03-26T09:00:00,2023-03-26T08:00:00,1679817600,1,16,Overcast clouds,804,c04d,304,4.4,1.6
12.6,112.9,68,2023-03-26:09,8.9,90,759,27,428,,d,0,999,final,78,1026,0,324,12.6,2023-03-26T10:00:00,2023-03-26T09:00:00,1679821200,1.5,16,Broken clouds,803,c03d,314,7.6,3.2
14.4,126.4,69,2023-03-26:10,7.7,103,836,36.8,597,,d,0,999,final,64,1026,0,445,14.4,2023-03-26T11:00:00,2023-03-26T10:00:00,1679824800,2.2,16,Broken clouds,803,c03d,312,8.8,3.6
15.2,143.2,88,2023-03-26:11,7.5,111,880,44.8,724,,d,0,999,final,60,1026,0,302,15.2,2023-03-26T12:00:00,2023-03-26T11:00:00,1679828400,2.2,16,Overcast clouds,804,c04d,312,9.2,3.6
15.9,164.1,86,2023-03-26:12,7.1,115,902,49.8,797,,d,0,999,final,56,1026,0,367,15.9,2023-03-26T13:00:00,2023-03-26T12:00:00,1679832000,2.7,16,Overcast clouds,804,c04d,308,9.2,3.2
16.3,187.6,68,2023-03-26:13,7,116,905,50.6,808,,d,0,999,final,54,1026,0,612,16.3,2023-03-26T14:00:00,2023-03-26T13:00:00,1679835600,3.6,16,Broken clouds,803,c03d,308,8.8,3.6
16.3,209.8,48,2023-03-26:14,7,113,890,47,757,,d,0,999,final,54,1026,0,701,16.3,2023-03-26T15:00:00,2023-03-26T14:00:00,1679839200,4.1,16,Broken clouds,803,c03d,314,8.4,3.6
16.7,228.1,22,2023-03-26:15,7.1,106,855,40,649,,d,0,999,final,53,1026,0,646,16.7,2023-03-26T16:00:00,2023-03-26T15:00:00,1679842800,4.1,16,Scattered clouds,802,c02d,316,8,3.6
16.7,242.6,2,2023-03-26:16,7.4,95,792,30.7,494,,d,0,998,final,54,1025,0,494,16.7,2023-03-26T17:00:00,2023-03-26T16:00:00,1679846400,3.3,16,Few clouds,801,c02d,320,7.2,3.2
15.9,254.6,1,2023-03-26:17,7.1,78,681,20.3,308,,d,0,998,final,56,1025,0,308,15.9,2023-03-26T18:00:00,2023-03-26T17:00:00,1679850000,2.3,16,Clear Sky,800,c01d,322,6.4,3.2
14.8,265.1,1,2023-03-26:18,7.4,51,459,9.3,116,,d,0,998,final,61,1025,0,116,14.8,2023-03-26T19:00:00,2023-03-26T18:00:00,1679853600,1.8,16,Clear Sky,800,c01d,320,4.8,2.4
12.6,275.2,0,2023-03-26:19,6.6,0,0,-1.9,0,,n,0,999,final,67,1026,0,0,12.6,2023-03-26T20:00:00,2023-03-26T19:00:00,1679857200,0,16,Clear Sky,800,c01n,314,4.8,2
12.2,285.4,12,2023-03-26:20,6.3,0,0,-12.9,0,,n,0,999,final,67,1026,0,0,12.2,2023-03-26T21:00:00,2023-03-26T20:00:00,1679860800,0,16,Few clouds,801,c02n,328,4,2
11.1,296.8,5,2023-03-26:21,6.3,0,0,-23.3,0,,n,0,999,final,72,1026,0,0,11.1,2023-03-26T22:00:00,2023-03-26T21:00:00,1679864400,0,16,Few clouds,801,c02n,352,3.6,2
8.9,310.1,10,2023-03-26:22,6,0,0,-32.7,0,,n,0,999,final,82,1026,0,0,8.9,2023-03-26T23:00:00,2023-03-26T22:00:00,1679868000,0,16,Few clouds,801,c02n,10,3.6,1.6
8.1,326.3,49,2023-03-26:23,5.6,0,0,-40.2,0,,n,0,999,final,84,1026,0,0,8.1,2023-03-27T00:00:00,2023-03-26T23:00:00,1679871600,0,16,Broken clouds,803,c03n,32,3.6,2
7.4,345.7,65,2023-03-27:00,5.2,0,0,-44.7,0,,n,0,998,final,86,1026,0,0,7.4,2023-03-27T01:00:00,2023-03-27T00:00:00,1679875200,0,16,Broken clouds,803,c03n,40,4,2
5.3,6.9,69,2023-03-27:01,4.9,0,0,-45.5,0,,n,0,997,final,88,1025,0,0,6.7,2023-03-27T02:00:00,2023-03-27T01:00:00,1679878800,0,16,Broken clouds,803,c03n,40,4,2
4.4,27.2,67,2023-03-27:02,4.1,0,0,-42.1,0,,n,0,997,final,88,1025,0,0,5.9,2023-03-27T03:00:00,2023-03-27T02:00:00,1679882400,0,16,Broken clouds,803,c03n,46,4,2
3.6,44.5,10,2023-03-27:03,3.4,0,0,-35.5,0,,n,0,997,final,88,1025,0,0,5.2,2023-03-27T04:00:00,2023-03-27T03:00:00,1679886000,0,16,Few clouds,801,c02n,56,4,2
3.6,58.7,0,2023-03-27:04,3.4,0,0,-26.7,0,,n,0,996,final,88,1024,0,0,5.2,2023-03-27T05:00:00,2023-03-27T04:00:00,1679889600,0,16,Clear Sky,800,c01n,62,4.4,2
2.8,70.6,1,2023-03-27:05,3,0,0,-16.6,0,,n,0,996,final,88,1024,0,0,4.8,2023-03-27T06:00:00,2023-03-27T05:00:00,1679893200,0,16,Clear Sky,800,c01n,66,4.8,2.4
3.2,81.2,1,2023-03-27:06,3.1,0,0,-5.7,0,,n,0,995,final,86,1023,0,0,5.2,2023-03-27T07:00:00,2023-03-27T06:00:00,1679896800,0,16,Clear Sky,800,c01n,68,4.4,2.4
2.4,91.2,4,2023-03-27:07,2.7,37,319,5.5,58,,d,0,996,final,86,1024,0,58,4.8,2023-03-27T08:00:00,2023-03-27T07:00:00,1679900400,1.7,16,Few clouds,801,c02d,72,5.2,2.8
8.1,101.4,0,2023-03-27:08,4.9,70,625,16.6,242,,d,0,997,final,80,1024,0,242,8.1,2023-03-27T09:00:00,2023-03-27T08:00:00,1679904000,2.1,16,Clear Sky,800,c01d,76,6,2.8
12.2,112.7,0,2023-03-27:09,7.1,90,762,27.4,434,,d,0,997,final,71,1024,0,434,12.2,2023-03-27T10:00:00,2023-03-27T09:00:00,1679907600,2.9,16,Clear Sky,800,c01d,84,5.6,2.4
15.9,126.2,0,2023-03-27:10,6.3,103,838,37.1,603,,d,0,997,final,53,1024,0,603,15.9,2023-03-27T11:00:00,2023-03-27T10:00:00,1679911200,4.3,16,Clear Sky,800,c01d,96,6,2.4
17.8,143.1,0,2023-03-27:11,6,111,881,45.2,729,,d,0,997,final,46,1024,0,729,17.8,2023-03-27T12:00:00,2023-03-27T11:00:00,1679914800,5.7,16,Clear Sky,800,c01d,108,6,2.8
18,164.1,0,2023-03-27:12,6.1,116,902,50.2,802,,d,0,997,final,43,1023,0,802,18.9,2023-03-27T13:00:00,2023-03-27T12:00:00,1679918400,6.7,16,Clear Sky,800,c01d,128,6,2.4
19.1,187.8,0,2023-03-27:13,6.4,116,906,51,813,,d,0,997,final,41,1023,0,813,20,2023-03-27T14:00:00,2023-03-27T13:00:00,1679922000,6.9,16,Clear Sky,800,c01d,152,5.6,2
19.2,210.1,1,2023-03-27:14,7.1,113,891,47.4,762,,d,0,996,final,43,1022,0,762,20,2023-03-27T15:00:00,2023-03-27T14:00:00,1679925600,6.1,16,Clear Sky,800,c01d,180,4.8,1.6
19.8,228.5,11,2023-03-27:15,5.1,107,856,40.2,653,,d,0,996,final,36,1022,0,653,20.7,2023-03-27T16:00:00,2023-03-27T15:00:00,1679929200,4.5,16,Few clouds,801,c02d,190,4,1.6
19.8,243,76,2023-03-27:16,5.1,96,794,31,498,,d,0,995,final,36,1021,0,322,20.7,2023-03-27T17:00:00,2023-03-27T16:00:00,1679932800,1.6,16,Overcast clouds,804,c04d,218,3.6,1.2
18.7,255,95,2023-03-27:17,6,79,684,20.5,312,,d,0,995,final,41,1021,0,155,19.6,2023-03-27T18:00:00,2023-03-27T17:00:00,1679936400,0.8,16,Overcast clouds,804,c04d,268,3.6,1.6
17.8,265.5,98,2023-03-27:18,8.1,51,465,9.5,120,,d,0,995,final,53,1021,0,70,17.8,2023-03-27T19:00:00,2023-03-27T18:00:00,1679940000,0.6,16,Overcast clouds,804,c04d,288,2.8,1.6
15.9,275.5,97,2023-03-27:19,5.8,0,0,-1.7,0,,n,0,994,final,51,1021,0,0,15.9,2023-03-27T20:00:00,2023-03-27T19:00:00,1679943600,0,16,Overcast clouds,804,c04n,314,2.4,1.6
15.2,285.8,99,2023-03-27:20,6.7,0,0,-12.7,0,,n,0,994,final,57,1021,0,0,15.2,2023-03-27T21:00:00,2023-03-27T20:00:00,1679947200,0,16,Overcast clouds,804,c04n,354,1.6,1.2
13.3,297.1,98,2023-03-27:21,7.1,0,0,-23.1,0,,n,0,995,final,66,1022,0,0,13.3,2023-03-27T22:00:00,2023-03-27T21:00:00,1679950800,0,16,Overcast clouds,804,c04n,30,1.6,1.2
12.6,310.4,49,2023-03-27:22,7.1,0,0,-32.4,0,,n,0,995,final,69,1022,0,0,12.6,2023-03-27T23:00:00,2023-03-27T22:00:00,1679954400,0,16,Broken clouds,803,c03n,50,2,1.2
11.1,326.6,1,2023-03-27:23,6.6,0,0,-39.8,0,,n,0,995,final,74,1022,0,0,11.1,2023-03-28T00:00:00,2023-03-27T23:00:00,1679958000,0,16,Clear Sky,800,c01n,84,2.4,1.6
10,345.9,0,2023-03-28:00,6,0,0,-44.4,0,,n,0,995,final,76,1022,0,0,10,2023-03-28T01:00:00,2023-03-28T00:00:00,1679961600,0,16,Clear Sky,800,c01n,90,3.2,2
10,7,0,2023-03-28:01,6,0,0,-45.1,0,,n,0,994,final,76,1021,0,0,10,2023-03-28T02:00:00,2023-03-28T01:00:00,1679965200,0,16,Clear Sky,800,c01n,84,3.6,1.6
9.6,27.1,0,2023-03-28:02,5.6,0,0,-41.7,0,,n,0,994,final,76,1021,0,0,9.6,2023-03-28T03:00:00,2023-03-28T02:00:00,1679968800,0,16,Clear Sky,800,c01n,80,3.6,2
8.9,44.4,3,2023-03-28:03,5.6,0,0,-35.2,0,,n,0,994,final,80,1021,0,0,8.9,2023-03-28T04:00:00,2023-03-28T03:00:00,1679972400,0,16,Few clouds,801,c02n,80,3.6,2
8.5,58.5,2,2023-03-28:04,5.6,0,0,-26.4,0,,n,0,993,final,82,1020,0,0,8.5,2023-03-28T05:00:00,2023-03-28T04:00:00,1679976000,0,16,Few clouds,801,c02n,82,3.6,2
8.1,70.4,6,2023-03-28:05,4.9,0,0,-16.2,0,,n,0,993,final,80,1020,0,0,8.1,2023-03-28T06:00:00,2023-03-28T05:00:00,1679979600,0,16,Few clouds,801,c02n,84,4,2
8.1,80.9,0,2023-03-28:06,4.9,0,0,-5.4,0,,n,0,993,final,80,1020,0,0,8.1,2023-03-28T07:00:00,2023-03-28T06:00:00,1679983200,0,16,Clear Sky,800,c01n,84,4,2
8.5,90.9,1,2023-03-28:07,4.9,38,333,5.8,63,,d,0,994,final,78,1021,0,63,8.5,2023-03-28T08:00:00,2023-03-28T07:00:00,1679986800,1.8,16,Clear Sky,800,c01d,82,4.8,2
11.9,101.1,38,2023-03-28:08,6.4,71,630,17,248,,d,0,994,final,69,1021,0,240,11.9,2023-03-28T09:00:00,2023-03-28T08:00:00,1679990400,1.5,16,Scattered clouds,802,c02d,88,5.2,2.4
15.2,112.4,99,2023-03-28:09,7.7,91,765,27.7,440,,d,0,994,final,61,1021,0,148,15.2,2023-03-28T10:00:00,2023-03-28T09:00:00,1679994000,0.9,16,Overcast clouds,804,c04d,102,5.2,2
18.9,125.9,97,2023-03-28:10,8.6,104,840,37.5,608,,d,0,995,final,49,1021,0,115,19.6,2023-03-28T11:00:00,2023-03-28T10:00:00,1679997600,1.4,16,Overcast clouds,804,c04d,124,5.2,2
20.8,142.9,87,2023-03-28:11,7.3,112,883,45.5,735,,d,0,995,final,40,1021,0,323,21.5,2023-03-28T12:00:00,2023-03-28T11:00:00,1680001200,2.3,16,Overcast clouds,804,c04d,156,6.4,2.4
21.5,164.1,89,2023-03-28:12,7.2,116,903,50.6,807,,d,0,995,final,38,1021,0,318,22.2,2023-03-28T13:00:00,2023-03-28T12:00:00,1680004800,2.6,16,Overcast clouds,804,c04d,184,7.2,2.8
21.9,188,97,2023-03-28:13,8,116,906,51.4,817,,d,0,995,final,39,1021,0,154,22.6,2023-03-28T14:00:00,2023-03-28T13:00:00,1680008400,2.3,16,Overcast clouds,804,c04d,202,7.6,3.2
22,210.4,95,2023-03-28:14,8.3,114,892,47.7,766,,d,0,995,final,40,1021,0,187,22.6,2023-03-28T15:00:00,2023-03-28T14:00:00,1680012000,2.1,16,Overcast clouds,804,c04d,214,7.2,3.2
21.5,228.9,79,2023-03-28:15,8,107,857,40.5,657,,d,0,994,final,40,1020,0,392,22.2,2023-03-28T16:00:00,2023-03-28T15:00:00,1680015600,2.2,16,Overcast clouds,804,c04d,224,6.8,2.8
21.5,243.4,39,2023-03-28:16,8.3,96,795,31.2,502,,d,0,994,final,41,1020,0,484,22.2,2023-03-28T17:00:00,2023-03-28T16:00:00,1680019200,2.5,16,Scattered clouds,802,c02d,222,5.6,2
21.5,255.3,54,2023-03-28:17,8,79,686,20.8,315,,d,0,994,final,40,1020,0,280,22.2,2023-03-28T18:00:00,2023-03-28T17:00:00,1680022800,1.4,16,Broken clouds,803,c03d,210,4,1.6
20.8,265.8,63,2023-03-28:18,8.1,52,470,9.7,123,,d,0,994,final,42,1020,0,100,21.5,2023-03-28T19:00:00,2023-03-28T18:00:00,1680026400,1,16,Broken clouds,803,c03d,188,2.4,0.8
19.6,275.8,53,2023-03-28:19,7.4,0,0,-1.5,0,,n,0,994,final,43,1020,0,0,20.4,2023-03-28T20:00:00,2023-03-28T19:00:00,1680030000,0,16,Broken clouds,803,c03n,134,3.2,1.6
17,286.1,76,2023-03-28:20,7.6,0,0,-12.5,0,,n,0,994,final,54,1020,0,0,17,2023-03-28T21:00:00,2023-03-28T20:00:00,1680033600,0,16,Overcast clouds,804,c04n,114,4,2.4
15.2,297.5,51,2023-03-28:21,8.2,0,0,-22.9,0,,n,0,993,final,63,1020,0,0,15.2,2023-03-28T22:00:00,2023-03-28T21:00:00,1680037200,0,16,Broken clouds,803,c03n,106,4,2.4
14.8,310.7,45,2023-03-28:22,7.4,0,0,-32.1,0,,n,0,994,final,61,1021,0,0,14.8,2023-03-28T23:00:00,2023-03-28T22:00:00,1680040800,0,16,Broken clouds,803,c03n,100,4,2
14.1,326.9,67,2023-03-28:23,7.9,0,0,-39.5,0,,n,0,994,final,66,1021,0,0,14.1,2023-03-29T00:00:00,2023-03-28T23:00:00,1680044400,0,16,Broken clouds,803,c03n,108,3.6,2
14.1,346.1,83,2023-03-29:00,7.9,0,0,-44,0,,n,0,993,final,66,1020,0,0,14.1,2023-03-29T01:00:00,2023-03-29T00:00:00,1680048000,0,16,Overcast clouds,804,c04n,120,3.6,1.6
