app_temp,azimuth,clouds,datetime,dewpt,dhi,dni,elev_angle,ghi,h_angle,pod,precip,pres,revision_status,rh,slp,snow,solar_rad,temp,timestamp_local,timestamp_utc,ts,uv,vis,weather/code,weather/icon,weather/description,wind_dir,wind_gust_spd,wind_spd
10.7,121.5,1,2023-02-18:09,2.3,68,608,15.1,218,,d,0,1001,final,56,1028,0,218,10.7,2023-02-18T09:00:00,2023-02-18T09:00:00,1676710800,1.5,16,800,c01d,Clear Sky,78,7.2,3.6
14.4,133.9,4,2023-02-18:10,2.6,86,741,24,381,,d,0,1001,final,45,1028,0,381,14.4,2023-02-18T10:00:00,2023-02-18T10:00:00,1676714400,2,16,801,c02d,Few clouds,82,7.2,3.2
16.3,148.4,6,2023-02-18:11,2,97,810,31,508,,d,0,1001,final,38,1028,0,508,16.3,2023-02-18T11:00:00,2023-02-18T11:00:00,1676718000,2.8,16,801,c02d,Few clouds,88,7.6,3.6
17.4,165.2,8,2023-02-18:12,3,103,844,35.5,586,,d,0,1001,final,38,1028,0,586,17.4,2023-02-18T12:00:00,2023-02-18T12:00:00,1676721600,3.4,16,801,c02d,Few clouds,94,7.6,3.6
18.1,183.3,10,2023-02-18:13,3.2,105,852,36.6,606,,d,0,1000,final,37,1027,0,606,18.1,2023-02-18T13:00:00,2023-02-18T13:00:00,1676725200,3.5,16,801,c02d,Few clouds,102,6.4,2.8
17.4,201.1,13,2023-02-18:14,3.6,102,835,34.2,565,,d,0,1000,final,37,1027,0,565,18.5,2023-02-18T14:00:00,2023-02-18T14:00:00,1676728800,3.1,16,801,c02d,Few clouds,122,5.2,2.4
17.4,217.1,26,2023-02-18:15,3.6,94,791,28.8,468,,d,0,999,final,37,1026,0,464,18.5,2023-02-18T15:00:00,2023-02-18T15:00:00,1676732400,2.1,16,802,c02d,Scattered clouds,136,4,1.6
17.3,230.9,45,2023-02-18:16,3.2,81,704,21,326,,d,0,999,final,36,1026,0,307,18.5,2023-02-18T16:00:00,2023-02-18T16:00:00,1676736000,1.3,16,803,c03d,Broken clouds,178,3.2,0.8
17,242.7,66,2023-02-18:17,6.5,59,532,11.6,158,,d,0,999,final,50,1026,0,123,17,2023-02-18T17:00:00,2023-02-18T17:00:00,1676739600,0.7,16,803,c03d,Broken clouds,256,2.4,0.4
15.9,253.2,62,2023-02-18:18,4,15,77,1.2,8,,d,0,999,final,45,1026,0,22,15.9,2023-02-18T18:00:00,2023-02-18T18:00:00,1676743200,0.7,16,803,c03n,Broken clouds,304,2.4,1.6
14.4,263,33,2023-02-18:19,4.4,0,0,-9.7,0,,n,0,999,final,51,1026,0,0,14.4,2023-02-18T19:00:00,2023-02-18T19:00:00,1676746800,0,16,802,c02n,Scattered clouds,334,2.8,1.6
12.2,272.9,73,2023-02-18:20,5.6,0,0,-20.9,0,,n,0.25,1000,final,64,1027,0,0,12.2,2023-02-18T20:00:00,2023-02-18T20:00:00,1676750400,0,16,804,c04n,Overcast clouds,6,2.8,1.6
11.9,283.7,88,2023-02-18:21,6,0,0,-32,0,,n,0,1000,final,67,1027,0,0,11.9,2023-02-18T21:00:00,2023-02-18T21:00:00,1676754000,0,16,804,c04n,Overcast clouds,30,3.2,2
11.5,296.7,71,2023-02-18:22,5.6,0,0,-42.5,0,,n,0,1000,final,67,1027,0,0,11.5,2023-02-18T22:00:00,2023-02-18T22:00:00,1676757600,0,16,804,c04n,Overcast clouds,50,3.2,2
10.7,313.7,34,2023-02-18:23,5.9,0,0,-51.6,0,,n,0,1000,final,72,1027,0,0,10.7,2023-02-18T23:00:00,2023-02-18T23:00:00,1676761200,0,16,802,c02n,Scattered clouds,60,3.2,1.6
9.6,336.8,3,2023-02-19:00,6,0,0,-58.1,0,,n,0,999,final,78,1026,0,0,9.6,2023-02-19T00:00:00,2023-02-19T00:00:00,1676764800,0,16,801,c02n,Few clouds,62,3.2,1.6
8.9,5.3,5,2023-02-19:01,5.6,0,0,-59.8,0,,n,0,999,final,80,1026,0,0,8.9,2023-02-19T01:00:00,2023-02-19T01:00:00,1676768400,0,16,801,c02n,Few clouds,60,3.6,2
8.9,32.4,5,2023-02-19:02,5.3,0,0,-56.1,0,,n,0,999,final,78,1026,0,0,8.9,2023-02-19T02:00:00,2023-02-19T02:00:00,1676772000,0,16,801,c02n,Few clouds,60,4,2
8.5,53,4,2023-02-19:03,4.9,0,0,-48.5,0,,n,0,999,final,78,1026,0,0,8.5,2023-02-19T03:00:00,2023-02-19T03:00:00,1676775600,0,16,801,c02n,Few clouds,62,4.4,2
8.5,68.3,3,2023-02-19:04,4.1,0,0,-38.7,0,,n,0,998,final,74,1025,0,0,8.5,2023-02-19T04:00:00,2023-02-19T04:00:00,1676779200,0,16,801,c02n,Few clouds,66,4.4,2.4
8.5,80.3,5,2023-02-19:05,3.4,0,0,-27.9,0,,n,0,998,final,70,1025,0,0,8.5,2023-02-19T05:00:00,2023-02-19T05:00:00,1676782800,0,16,801,c02n,Few clouds,70,4.8,2.4
7.8,90.6,10,2023-02-19:06,3.1,0,0,-16.7,0,,n,0,998,final,72,1025,0,0,7.8,2023-02-19T06:00:00,2023-02-19T06:00:00,1676786400,0,16,801,c02n,Few clouds,72,4.8,2.4
7.8,100.4,12,2023-02-19:07,2.7,0,0,-5.6,0,,n,0,998,final,70,1025,0,0,7.8,2023-02-19T07:00:00,2023-02-19T07:00:00,1676790000,0,16,801,c02n,Few clouds,72,5.2,2.4
8.1,110.4,35,2023-02-19:08,2.1,37,314,5.2,56,,d,0,999,final,66,1026,0,55,8.1,2023-02-19T08:00:00,2023-02-19T08:00:00,1676793600,1,16,802,c02d,Scattered clouds,74,5.6,2.8
9.6,121.2,57,2023-02-19:09,4,69,613,15.3,223,,d,0,999,final,68,1026,0,193,9.6,2023-02-19T09:00:00,2023-02-19T09:00:00,1676797200,0.9,16,803,c03d,Broken clouds,74,6.4,3.2
13.3,133.7,41,2023-02-19:10,5.5,87,744,24.3,386,,d,0,999,final,59,1026,0,369,13.3,2023-02-19T10:00:00,2023-02-19T10:00:00,1676800800,1.5,16,803,c03d,Broken clouds,76,6.4,2.4
15.6,148.3,39,2023-02-19:11,5.5,98,813,31.3,514,,d,0,999,final,51,1026,0,495,15.6,2023-02-19T11:00:00,2023-02-19T11:00:00,1676804400,2.2,16,802,c02d,Scattered clouds,84,6.4,2.4
17,165.1,22,2023-02-19:12,6.2,104,846,35.8,592,,d,0,998,final,49,1025,0,589,17,2023-02-19T12:00:00,2023-02-19T12:00:00,1676808000,3.1,16,802,c02d,Scattered clouds,96,7.6,2.4
18.1,183.4,45,2023-02-19:13,6.9,105,854,37,611,,d,0,998,final,48,1024,0,575,18.1,2023-02-19T13:00:00,2023-02-19T13:00:00,1676811600,2.6,16,803,c03d,Broken clouds,100,6.8,2.4
17.7,201.3,58,2023-02-19:14,7.3,102,837,34.6,570,,d,0.5,998,final,48,1024,0,490,18.5,2023-02-19T14:00:00,2023-02-19T14:00:00,1676815200,2.1,16,803,c03d,Broken clouds,108,6.4,2
18.5,217.4,37,2023-02-19:15,7.4,95,793,29.1,473,,d,0,997,final,46,1023,0,459,19.3,2023-02-19T15:00:00,2023-02-19T15:00:00,1676818800,2,16,802,c02d,Scattered clouds,104,5.2,1.6
18.1,231.1,11,2023-02-19:16,7.4,81,707,21.3,331,,d,0,996,final,47,1022,0,331,18.9,2023-02-19T16:00:00,2023-02-19T16:00:00,1676822400,1.7,16,801,c02d,Few clouds,92,4.4,1.2
17.8,243,2,2023-02-19:17,8.1,60,538,11.9,162,,d,0,997,final,53,1023,0,162,17.8,2023-02-19T17:00:00,2023-02-19T17:00:00,1676826000,1.4,16,801,c02d,Few clouds,60,2.8,0.4
15.9,253.5,2,2023-02-19:18,7.1,16,93,1.5,10,,d,0,996,final,56,1023,0,26,15.9,2023-02-19T18:00:00,2023-02-19T18:00:00,1676829600,1.2,16,801,c02n,Few clouds,30,3.6,1.2
14.4,263.3,21,2023-02-19:19,6.7,0,0,-9.5,0,,n,0,996,final,60,1023,0,0,14.4,2023-02-19T19:00:00,2023-02-19T19:00:00,1676833200,0,16,802,c02n,Scattered clouds,30,3.2,1.6
13,273.2,19,2023-02-19:20,6.8,0,0,-20.7,0,,n,0,996,final,66,1023,0,0,13,2023-02-19T20:00:00,2023-02-19T20:00:00,1676836800,0,16,801,c02n,Few clouds,42,3.6,2
12.2,284.1,50,2023-02-19:21,6.7,0,0,-31.7,0,,n,0,996,final,69,1023,0,0,12.2,2023-02-19T21:00:00,2023-02-19T21:00:00,1676840400,0,16,803,c03n,Broken clouds,46,3.6,2
11.5,297,1,2023-02-19:22,7,0,0,-42.2,0,,n,0,996,final,74,1023,0,0,11.5,2023-02-19T22:00:00,2023-02-19T22:00:00,1676844000,0,16,800,c01n,Clear Sky,52,4.4,2
11.1,314,21,2023-02-19:23,6.6,0,0,-51.3,0,,n,0,996,final,74,1023,0,0,11.1,2023-02-19T23:00:00,2023-02-19T23:00:00,1676847600,0,16,802,c02n,Scattered clouds,54,4.8,2
11.1,337,53,2023-02-20:00,6.6,0,0,-57.7,0,,n,0,995,final,74,1022,0,0,11.1,2023-02-20T00:00:00,2023-02-20T00:00:00,1676851200,0,16,803,c03n,Broken clouds,56,4.8,2.4
11.1,5.3,40,2023-02-20:01,6.6,0,0,-59.5,0,,n,0,995,final,74,1022,0,0,11.1,2023-02-20T01:00:00,2023-02-20T01:00:00,1676854800,0,16,802,c02n,Scattered clouds,58,4.8,2.4
10.7,32.1,45,2023-02-20:02,5.9,0,0,-55.8,0,,n,0,994,final,72,1021,0,0,10.7,2023-02-20T02:00:00,2023-02-20T02:00:00,1676858400,0,16,803,c03n,Broken clouds,62,5.2,2.4
10.4,52.8,94,2023-02-20:03,6,0,0,-48.2,0,,n,0,994,final,74,1021,0,0,10.4,2023-02-20T03:00:00,2023-02-20T03:00:00,1676862000,0,16,804,c04n,Overcast clouds,66,5.2,2.8
10.4,68,97,2023-02-20:04,6,0,0,-38.4,0,,n,0,994,final,74,1021,0,0,10.4,2023-02-20T04:00:00,2023-02-20T04:00:00,1676865600,0,16,804,c04n,Overcast clouds,70,5.2,2.8
10,80,96,2023-02-20:05,5.6,0,0,-27.6,0,,n,0,994,final,74,1021,0,0,10,2023-02-20T05:00:00,2023-02-20T05:00:00,1676869200,0,16,804,c04n,Overcast clouds,72,5.6,2.8
10.4,90.3,96,2023-02-20:06,5.6,0,0,-16.5,0,,n,0,994,final,72,1021,0,0,10.4,2023-02-20T06:00:00,2023-02-20T06:00:00,1676872800,0,16,804,c04n,Overcast clouds,76,5.6,2.8
10.4,100.1,86,2023-02-20:07,5.6,0,0,-5.3,0,,n,0,994,final,72,1021,0,0,10.4,2023-02-20T07:00:00,2023-02-20T07:00:00,1676876400,0,16,804,c04n,Overcast clouds,78,6.4,2.8
11.1,110.1,95,2023-02-20:08,5.6,38,326,5.5,59,,d,0.5,994,final,69,1021,0,52,11.1,2023-02-20T08:00:00,2023-02-20T08:00:00,1676880000,0.4,16,804,c04d,Overcast clouds,78,6.4,3.2
11.9,121,97,2023-02-20:09,6,69,618,15.6,228,,d,0.25,994,final,67,1021,0,112,11.9,2023-02-20T09:00:00,2023-02-20T09:00:00,1676883600,0.5,16,804,c04d,Overcast clouds,84,7.2,3.6
14.1,133.5,95,2023-02-20:10,7.2,87,747,24.6,391,,d,0,995,final,63,1022,0,95,14.1,2023-02-20T10:00:00,2023-02-20T10:00:00,1676887200,0.7,16,804,c04d,Overcast clouds,86,7.2,3.6
15.6,148.1,95,2023-02-20:11,7.1,98,815,31.7,520,,d,0,995,final,57,1022,0,127,15.6,2023-02-20T11:00:00,2023-02-20T11:00:00,1676890800,1,16,804,c04d,Overcast clouds,90,7.2,3.2
16.7,165.1,93,2023-02-20:12,7.4,104,848,36.2,598,,d,0,994,final,54,1021,0,177,16.7,2023-02-20T12:00:00,2023-02-20T12:00:00,1676894400,1.3,16,804,c04d,Overcast clouds,96,7.2,3.2
17.4,183.4,93,2023-02-20:13,7.7,105,855,37.3,617,,d,0,994,final,53,1020,0,183,17.4,2023-02-20T13:00:00,2023-02-20T13:00:00,1676898000,1.4,16,804,c04d,Overcast clouds,104,5.6,2.4
17.6,201.4,93,2023-02-20:14,7,103,839,34.9,576,,d,0,994,final,47,1020,0,171,18.5,2023-02-20T14:00:00,2023-02-20T14:00:00,1676901600,1.2,16,804,c04d,Overcast clouds,144,5.2,1.2
17.6,217.6,98,2023-02-20:15,7,95,796,29.4,479,,d,0,993,final,47,1019,0,172,18.5,2023-02-20T15:00:00,2023-02-20T15:00:00,1676905200,0.9,16,804,c04d,Overcast clouds,216,4.8,1.2
17.6,231.4,99,2023-02-20:16,6.7,82,711,21.5,336,,d,0,993,final,46,1019,0,126,18.5,2023-02-20T16:00:00,2023-02-20T16:00:00,1676908800,0.6,16,804,c04d,Overcast clouds,244,2.4,1.2
17,243.2,100,2023-02-20:17,8.4,60,544,12.1,166,,d,0.5,994,final,57,1020,0,77,17,2023-02-20T17:00:00,2023-02-20T17:00:00,1676912400,0.4,16,804,c04d,Overcast clouds,262,1.6,1.2
15.9,253.7,99,2023-02-20:18,7.7,18,108,1.7,12,,d,0,993,final,58,1020,0,20,15.9,2023-02-20T18:00:00,2023-02-20T18:00:00,1676916000,0.4,10,804,c04n,Overcast clouds,300,2.4,1.2
16.3,263.6,99,2023-02-20:19,8.3,0,0,-9.3,0,,n,0,993,final,59,1020,0,0,16.3,2023-02-20T19:00:00,2023-02-20T19:00:00,1676919600,0,16,804,c04n,Overcast clouds,36,1.6,1.2
14.1,273.5,97,2023-02-20:20,8.5,0,0,-20.5,0,,n,0.5,993,final,69,1020,0,0,14.1,2023-02-20T20:00:00,2023-02-20T20:00:00,1676923200,0,16,804,c04n,Overcast clouds,70,3.2,2
12.2,284.4,96,2023-02-20:21,8.5,0,0,-31.5,0,,n,1.25,993,final,78,1020,0,0,12.2,2023-02-20T21:00:00,2023-02-20T21:00:00,1676926800,0,16,500,r01n,Light rain,74,3.6,2
13,297.4,94,2023-02-20:22,9.3,0,0,-42,0,,n,0.5,993,final,78,1020,0,0,13,2023-02-20T22:00:00,2023-02-20T22:00:00,1676930400,0,16,804,c04n,Overcast clouds,72,3.6,1.6
11.9,314.4,92,2023-02-20:23,8.9,0,0,-51.1,0,,n,0.5,993,final,82,1020,0,0,11.9,2023-02-20T23:00:00,2023-02-20T23:00:00,1676934000,0,16,804,c04n,Overcast clouds,54,3.2,1.6
11.5,337.3,95,2023-02-21:00,8.9,0,0,-57.4,0,,n,0.5,993,final,84,1020,0,0,11.5,2023-02-21T00:00:00,2023-02-21T00:00:00,1676937600,0,16,804,c04n,Overcast clouds,58,3.2,1.6
10.7,5.3,93,2023-02-21:01,8.5,0,0,-59.1,0,,n,0.25,993,final,86,1020,0,0,10.7,2023-02-21T01:00:00,2023-02-21T01:00:00,1676941200,0,16,804,c04n,Overcast clouds,66,3.2,1.6
10,31.9,97,2023-02-21:02,8.1,0,0,-55.5,0,,n,0,992,final,88,1019,0,0,10,2023-02-21T02:00:00,2023-02-21T02:00:00,1676944800,0,16,804,c04n,Overcast clouds,72,2.8,1.6
9.6,52.5,98,2023-02-21:03,8,0,0,-47.9,0,,n,0.25,992,final,90,1019,0,0,9.6,2023-02-21T03:00:00,2023-02-21T03:00:00,1676948400,0,16,804,c04n,Overcast clouds,78,2.8,1.2
9.6,67.7,90,2023-02-21:04,8,0,0,-38.2,0,,n,0,992,final,90,1019,0,0,9.6,2023-02-21T04:00:00,2023-02-21T04:00:00,1676952000,0,16,804,c04n,Overcast clouds,82,2.4,1.2
9.3,79.7,77,2023-02-21:05,7.7,0,0,-27.4,0,,n,0,992,final,90,1019,0,0,9.3,2023-02-21T05:00:00,2023-02-21T05:00:00,1676955600,0,16,804,c04n,Overcast clouds,82,2.4,1.2
8.9,90.1,54,2023-02-21:06,7.8,0,0,-16.2,0,,n,0,992,final,93,1019,0,0,8.9,2023-02-21T06:00:00,2023-02-21T06:00:00,1676959200,0,16,803,c03n,Broken clouds,82,2.4,1.2
8.5,99.9,43,2023-02-21:07,7.7,0,0,-5.1,0,,n,0,992,final,95,1019,0,0,8.5,2023-02-21T07:00:00,2023-02-21T07:00:00,1676962800,0,16,803,c03n,Broken clouds,86,2.4,1.2
8.9,109.9,40,2023-02-21:08,7.8,39,338,5.8,63,,d,0,993,final,93,1020,0,60,8.9,2023-02-21T08:00:00,2023-02-21T08:00:00,1676966400,0.9,16,802,c02d,Scattered clouds,88,2.4,1.2
10,120.8,31,2023-02-21:09,8.6,70,623,15.9,234,,d,0,993,final,91,1020,0,230,10,2023-02-21T09:00:00,2023-02-21T09:00:00,1676970000,1.2,16,802,c02d,Scattered clouds,98,3.2,1.6
12.6,133.3,63,2023-02-21:10,9.2,88,751,24.9,397,,d,0,993,final,80,1020,0,323,12.6,2023-02-21T10:00:00,2023-02-21T10:00:00,1676973600,1.2,16,803,c03d,Broken clouds,202,3.6,1.2
14.1,148,51,2023-02-21:11,10.7,99,817,32,525,,d,0,994,final,80,1021,0,461,14.1,2023-02-21T11:00:00,2023-02-21T11:00:00,1676977200,2,16,803,c03d,Broken clouds,228,6,1.6
14.8,165,47,2023-02-21:12,11,104,850,36.5,603,,d,0,994,final,78,1021,0,542,14.8,2023-02-21T12:00:00,2023-02-21T12:00:00,1676980800,2.5,16,803,c03d,Broken clouds,238,7.6,2
15.6,183.5,70,2023-02-21:13,11.6,106,857,37.7,623,,d,0,993,final,77,1020,0,436,15.6,2023-02-21T13:00:00,2023-02-21T13:00:00,1676984400,2,16,803,c03d,Broken clouds,244,9.2,1.6
14.8,201.6,62,2023-02-21:14,11.4,103,841,35.2,582,,d,1,993,final,80,1020,0,460,14.8,2023-02-21T14:00:00,2023-02-21T14:00:00,1676988000,2,16,500,r01d,Light rain,252,9.2,2.8
14.4,217.8,89,2023-02-21:15,11.4,95,798,29.7,484,,d,0.5,993,final,82,1020,0,175,14.4,2023-02-21T15:00:00,2023-02-21T15:00:00,1676991600,1.1,16,804,c04d,Overcast clouds,254,8.4,3.2
14.1,231.6,65,2023-02-21:16,11.4,82,714,21.8,341,,d,0.5,992,final,84,1019,0,259,14.1,2023-02-21T16:00:00,2023-02-21T16:00:00,1676995200,1.1,16,803,c03d,Broken clouds,270,7.2,3.2
13.7,243.5,56,2023-02-21:17,11,61,549,12.4,170,,d,0,993,final,84,1020,0,143,13.7,2023-02-21T17:00:00,2023-02-21T17:00:00,1676998800,0.8,16,803,c03d,Broken clouds,280,6,2.8
13,254,51,2023-02-21:18,10.7,19,123,1.9,15,,d,0,993,final,86,1020,0,32,13,2023-02-21T18:00:00,2023-02-21T18:00:00,1677002400,0.8,16,803,c03n,Broken clouds,278,3.6,1.6
12.2,263.9,61,2023-02-21:19,10.3,0,0,-9.1,0,,n,0,994,final,88,1021,0,0,12.2,2023-02-21T19:00:00,2023-02-21T19:00:00,1677006000,0,16,803,c03n,Broken clouds,266,2.4,1.2
11.9,273.8,42,2023-02-21:20,10.5,0,0,-20.3,0,,n,0,994,final,91,1021,0,0,11.9,2023-02-21T20:00:00,2023-02-21T20:00:00,1677009600,0,16,803,c03n,Broken clouds,262,2.4,1.6
11.5,284.7,62,2023-02-21:21,10.4,0,0,-31.3,0,,n,0,994,final,93,1021,0,0,11.5,2023-02-21T21:00:00,2023-02-21T21:00:00,1677013200,0,16,803,c03n,Broken clouds,264,2.4,1.6
11.1,297.8,67,2023-02-21:22,10,0,0,-41.7,0,,n,0,994,final,93,1021,0,0,11.1,2023-02-21T22:00:00,2023-02-21T22:00:00,1677016800,0,16,803,c03n,Broken clouds,246,2,1.6
11.1,314.7,82,2023-02-21:23,10,0,0,-50.8,0,,n,0,994,final,93,1021,0,0,11.1,2023-02-21T23:00:00,2023-02-21T23:00:00,1677020400,0,16,804,c04n,Overcast clouds,204,1.2,1.2
11.1,337.5,79,2023-02-22:00,10,0,0,-57,0,,n,0,994,final,93,1021,0,0,11.1,2023-02-22T00:00:00,2023-02-22T00:00:00,1677024000,0,16,804,c04n,Overcast clouds,174,0.8,0.8
11.1,5.3,79,2023-02-22:01,10.3,0,0,-58.7,0,,n,0,994,final,95,1021,0,0,11.1,2023-02-22T01:00:00,2023-02-22T01:00:00,1677027600,0,16,804,c04n,Overcast clouds,146,1.2,0.8
11.1,31.7,77,2023-02-22:02,10,0,0,-55.1,0,,n,0,994,final,93,1021,0,0,11.1,2023-02-22T02:00:00,2023-02-22T02:00:00,1677031200,0,16,804,c04n,Overcast clouds,124,1.2,0.8
10.7,52.2,94,2023-02-22:03,9.6,0,0,-47.6,0,,n,0,994,final,93,1021,0,0,10.7,2023-02-22T03:00:00,2023-02-22T03:00:00,1677034800,0,16,804,c04n,Overcast clouds,120,1.6,0.8
10.4,67.4,100,2023-02-22:04,9.6,0,0,-37.9,0,,n,0.25,994,final,95,1021,0,0,10.4,2023-02-22T04:00:00,2023-02-22T04:00:00,1677038400,0,16,804,c04n,Overcast clouds,118,1.6,0.8
10.4,79.4,100,2023-02-22:05,9.6,0,0,-27.1,0,,n,0.25,994,final,95,1021,0,0,10.4,2023-02-22T05:00:00,2023-02-22T05:00:00,1677042000,0,16,804,c04n,Overcast clouds,112,1.6,0.8
9.6,89.8,100,2023-02-22:06,9.3,0,0,-16,0,,n,0,994,final,98,1021,0,0,9.6,2023-02-22T06:00:00,2023-02-22T06:00:00,1677045600,0,16,741,a05n,Fog,112,2,0.8
10,99.6,98,2023-02-22:07,9.2,0,0,-4.8,0,,n,0,994,final,95,1021,0,0,10,2023-02-22T07:00:00,2023-02-22T07:00:00,1677049200,0,16,804,c04n,Overcast clouds,110,1.6,0.8
10,109.6,98,2023-02-22:08,8.9,40,350,6.1,67,,d,0,994,final,93,1021,0,51,10,2023-02-22T08:00:00,2023-02-22T08:00:00,1677052800,0.4,16,804,c04d,Overcast clouds,104,2,0.8
10.7,120.6,98,2023-02-22:09,9.6,71,628,16.2,239,,d,0,995,final,93,1022,0,109,10.7,2023-02-22T09:00:00,2023-02-22T09:00:00,1677056400,0.5,16,804,c04d,Overcast clouds,112,3.2,1.2
11.9,133.1,87,2023-02-22:10,10.5,88,754,25.2,403,,d,0,995,final,91,1022,0,165,11.9,2023-02-22T10:00:00,2023-02-22T10:00:00,1677060000,0.9,16,804,c04d,Overcast clouds,178,2.8,0.8
12.6,147.9,85,2023-02-22:11,10.3,99,820,32.3,531,,d,0,995,final,86,1022,0,240,12.6,2023-02-22T11:00:00,2023-02-22T11:00:00,1677063600,1.3,16,804,c04d,Overcast clouds,264,4.8,0.8
13,164.9,73,2023-02-22:12,10.7,105,852,36.9,609,,d,0,994,final,86,1021,0,402,13,2023-02-22T12:00:00,2023-02-22T12:00:00,1677067200,1.9,16,804,c04d,Overcast clouds,286,6,1.6
13,183.5,77,2023-02-22:13,10.7,106,859,38,629,,d,0,994,final,86,1021,0,376,13,2023-02-22T13:00:00,2023-02-22T13:00:00,1677070800,1.9,16,804,c04d,Overcast clouds,290,6.8,2.8
13.7,201.7,75,2023-02-22:14,10.7,103,843,35.6,587,,d,0,993,final,82,1020,0,370,13.7,2023-02-22T14:00:00,2023-02-22T14:00:00,1677074400,1.7,16,804,c04d,Overcast clouds,294,7.6,3.2
13.7,218,57,2023-02-22:15,10.3,96,800,30,489,,d,0,993,final,80,1020,0,409,13.7,2023-02-22T15:00:00,2023-02-22T15:00:00,1677078000,1.7,16,803,c03d,Broken clouds,300,8.8,4
13.3,231.9,45,2023-02-22:16,9.5,83,717,22.1,346,,d,0,992,final,78,1019,0,325,13.3,2023-02-22T16:00:00,2023-02-22T16:00:00,1677081600,1.3,16,803,c03d,Broken clouds,318,10,4.4
12.6,243.8,29,2023-02-22:17,9.2,62,555,12.6,175,,d,0,993,final,80,1020,0,173,12.6,2023-02-22T17:00:00,2023-02-22T17:00:00,1677085200,1.1,16,802,c02d,Scattered clouds,330,9.6,4
11.5,254.3,34,2023-02-22:18,8.2,21,138,2.1,17,,d,0,993,final,80,1020,0,38,11.5,2023-02-22T18:00:00,2023-02-22T18:00:00,1677088800,1,16,802,c02n,Scattered clouds,332,8.8,3.2
11.1,264.2,33,2023-02-22:19,7,0,0,-8.9,0,,n,0,993,final,76,1020,0,0,11.1,2023-02-22T19:00:00,2023-02-22T19:00:00,1677092400,0,16,802,c02n,Scattered clouds,336,7.6,3.6
10.4,274.2,18,2023-02-22:20,6.4,0,0,-20,0,,n,0,993,final,76,1020,0,0,10.4,2023-02-22T20:00:00,2023-02-22T20:00:00,1677096000,0,16,801,c02n,Few clouds,342,7.6,3.6
9.6,285.1,14,2023-02-22:21,5.2,0,0,-31.1,0,,n,0,993,final,74,1020,0,0,9.6,2023-02-22T21:00:00,2023-02-22T21:00:00,1677099600,0,16,801,c02n,Few clouds,344,8,3.6
8.9,298.1,14,2023-02-22:22,4.9,0,0,-41.5,0,,n,0,993,final,76,1020,0,0,8.9,2023-02-22T22:00:00,2023-02-22T22:00:00,1677103200,0,16,801,c02n,Few clouds,344,8.4,3.2
8.1,315.1,17,2023-02-22:23,3.9,0,0,-50.5,0,,n,0,993,final,75,1020,0,0,8.1,2023-02-22T23:00:00,2023-02-22T23:00:00,1677106800,0,16,801,c02n,Few clouds,342,8,3.2
8.1,337.8,61,2023-02-23:00,3.8,0,0,-56.7,0,,n,0,993,final,74,1020,0,0,8.1,2023-02-23T00:00:00,2023-02-23T00:00:00,1677110400,0,16,803,c03n,Broken clouds,340,8.4,3.6
7.4,5.3,79,2023-02-23:01,3.3,0,0,-58.4,0,,n,0,993,final,75,1020,0,0,7.4,2023-02-23T01:00:00,2023-02-23T01:00:00,1677114000,0,16,804,c04n,Overcast clouds,342,8.4,3.2
3.9,31.5,78,2023-02-23:02,2.9,0,0,-54.8,0,,n,0,992,final,79,1019,0,0,6.3,2023-02-23T02:00:00,2023-02-23T02:00:00,1677117600,0,16,804,c04n,Overcast clouds,342,7.6,3.2
3.1,51.9,35,2023-02-23:03,2.6,0,0,-47.3,0,,n,0,991,final,81,1019,0,0,5.6,2023-02-23T03:00:00,2023-02-23T03:00:00,1677121200,0,16,802,c02n,Scattered clouds,338,8,3.2
2.6,67.1,49,2023-02-23:04,2.2,0,0,-37.6,0,,n,0,990,final,81,1018,0,0,5.2,2023-02-23T04:00:00,2023-02-23T04:00:00,1677124800,0,16,803,c03n,Broken clouds,340,8,3.2
2.1,79.1,75,2023-02-23:05,1.8,0,0,-26.9,0,,n,0,990,final,81,1018,0,0,4.8,2023-02-23T05:00:00,2023-02-23T05:00:00,1677128400,0,16,804,c04n,Overcast clouds,344,7.2,3.2
1.9,89.5,74,2023-02-23:06,1.4,0,0,-15.7,0,,n,0,990,final,81,1018,0,0,4.4,2023-02-23T06:00:00,2023-02-23T06:00:00,1677132000,0,16,804,c04n,Overcast clouds,348,6.4,2.8
1.5,99.4,49,2023-02-23:07,1.1,0,0,-4.5,0,,n,0,990,final,83,1018,0,0,3.7,2023-02-23T07:00:00,2023-02-23T07:00:00,1677135600,0,16,803,c03n,Broken clouds,350,6,2.4
2.3,109.4,30,2023-02-23:08,1.1,41,361,6.3,71,,d,0,990,final,79,1018,0,70,4.4,2023-02-23T08:00:00,2023-02-23T08:00:00,1677139200,1,16,802,c02d,Scattered clouds,350,6,2.4
3.7,120.3,8,2023-02-23:09,1.8,71,633,16.5,244,,d,0,992,final,75,1019,0,244,5.9,2023-02-23T09:00:00,2023-02-23T09:00:00,1677142800,1.5,16,801,c02d,Few clouds,350,6.8,2.8
7.4,132.9,5,2023-02-23:10,2.9,89,757,25.5,408,,d,0,991,final,73,1018,0,408,7.4,2023-02-23T10:00:00,2023-02-23T10:00:00,1677146400,2.2,16,801,c02d,Few clouds,352,8.4,3.2
