app_temp,azimuth,clouds,datetime,dewpt,dhi,dni,elev_angle,ghi,h_angle,pod,precip,pres,revision_status,rh,slp,snow,solar_rad,temp,timestamp_local,timestamp_utc,ts,uv,vis,weather/code,weather/icon,weather/description,wind_dir,wind_gust_spd,wind_spd
13.3,333.7,100,2023-01-01:00,13,0,0,-69.8,0,,n,0.75,992,final,98,1019,0,0,13.3,2023-01-01T00:00:00,2023-01-01T00:00:00,1672531200,0,10,500,r01n,Light rain,186,12.4,2
13.7,15.4,100,2023-01-01:01,12.9,0,0,-70.9,0,,n,0.5,991,final,95,1018,0,0,13.7,2023-01-01T01:00:00,2023-01-01T01:00:00,1672534800,0,10,804,c04n,Overcast clouds,172,15.2,2
14.1,48.9,100,2023-01-01:02,13,0,0,-64.8,0,,n,0.5,990,final,93,1017,0,0,14.1,2023-01-01T02:00:00,2023-01-01T02:00:00,1672538400,0,10,804,c04n,Overcast clouds,154,16.8,2.8
14.4,68.9,100,2023-01-01:03,12.6,0,0,-55.2,0,,n,0.5,989,final,89,1016,0,0,14.4,2023-01-01T03:00:00,2023-01-01T03:00:00,1672542000,0,10,804,c04n,Overcast clouds,156,15.6,3.6
14.8,82.2,100,2023-01-01:04,12.1,0,0,-44.3,0,,n,1.75,988,final,84,1015,0,0,14.8,2023-01-01T04:00:00,2023-01-01T04:00:00,1672545600,0,10,500,r01n,Light rain,162,15.6,4.4
14.4,92.6,99,2023-01-01:05,12.3,0,0,-33.1,0,,n,4.75,987,final,87,1014,0,0,14.4,2023-01-01T05:00:00,2023-01-01T05:00:00,1672549200,0,16,501,r02n,Moderate rain,170,16,6.4
14.8,101.9,100,2023-01-01:06,12.1,0,0,-22,0,,n,9.5,987,final,84,1014,0,0,14.8,2023-01-01T06:00:00,2023-01-01T06:00:00,1672552800,0,16,502,r03n,Heavy rain,176,17.2,8.4
14.8,110.9,100,2023-01-01:07,12.1,0,0,-11.3,0,,n,7,988,final,84,1015,0,0,14.8,2023-01-01T07:00:00,2023-01-01T07:00:00,1672556400,0,16,502,r03n,Heavy rain,176,20.8,8.4
14.8,120.4,100,2023-01-01:08,12.7,0,0,-1.2,0,,n,2,988,final,87,1015,0,0,14.8,2023-01-01T08:00:00,2023-01-01T08:00:00,1672560000,0,16,500,r01n,Light rain,172,20.8,8.4
14.1,130.8,100,2023-01-01:09,12.3,48,428,7.9,98,,d,8.5,987,final,89,1014,0,27,14.1,2023-01-01T09:00:00,2023-01-01T09:00:00,1672563600,0.4,16,502,r03d,Heavy rain,170,21.2,8.4
14.1,142.4,100,2023-01-01:10,11.4,70,626,15.7,232,,d,8.25,988,final,84,1015,0,40,14.1,2023-01-01T10:00:00,2023-01-01T10:00:00,1672567200,0.5,10,502,r03d,Heavy rain,168,20.8,7.2
14.1,155.7,100,2023-01-01:11,11.8,83,718,21.4,338,,d,3.5,987,final,86,1014,0,75,14.1,2023-01-01T11:00:00,2023-01-01T11:00:00,1672570800,0.6,10,500,r01d,Light rain,174,22.8,7.2
13.7,170.2,100,2023-01-01:12,12.3,89,758,24.7,399,,d,1.5,987,final,91,1014,0,101,13.7,2023-01-01T12:00:00,2023-01-01T12:00:00,1672574400,0.7,10,500,r01d,Light rain,196,20,6.8
13.3,185.5,100,2023-01-01:13,13,89,763,25.2,407,,d,11.75,987,final,98,1014,0,43,13.3,2023-01-01T13:00:00,2023-01-01T13:00:00,1672578000,0.7,10,502,r03d,Heavy rain,228,16,4.8
13,200.3,100,2023-01-01:14,12.2,85,733,22.6,361,,d,10,987,final,95,1014,0,42,13,2023-01-01T14:00:00,2023-01-01T14:00:00,1672581600,0.6,10,502,r03d,Heavy rain,260,10,3.2
12.2,214,100,2023-01-01:15,11.9,75,659,17.5,266,,d,7,988,final,98,1015,0,48,12.2,2023-01-01T15:00:00,2023-01-01T15:00:00,1672585200,0.5,10,502,r03d,Heavy rain,298,8,2
11.5,226.1,100,2023-01-01:16,11.2,56,503,10.3,137,,d,1,988,final,98,1015,0,65,11.5,2023-01-01T16:00:00,2023-01-01T16:00:00,1672588800,0.4,10,500,r01d,Light rain,308,9.2,1.6
11.5,236.8,100,2023-01-01:17,10.7,17,100,1.6,11,,d,0.75,988,final,95,1015,0,18,11.5,2023-01-01T17:00:00,2023-01-01T17:00:00,1672592400,0.4,10,500,r01n,Light rain,330,7.2,1.6
11.1,246.5,100,2023-01-01:18,10,0,0,-8.3,0,,n,0.5,989,final,93,1016,0,0,11.1,2023-01-01T18:00:00,2023-01-01T18:00:00,1672596000,0,10,804,c04n,Overcast clouds,292,5.2,2.4
11.1,255.6,100,2023-01-01:19,10,0,0,-18.9,0,,n,0.5,990,final,93,1017,0,0,11.1,2023-01-01T19:00:00,2023-01-01T19:00:00,1672599600,0,10,804,c04n,Overcast clouds,286,6.4,2.8
10.7,264.7,100,2023-01-01:20,9.6,0,0,-29.9,0,,n,1,991,final,93,1018,0,0,10.7,2023-01-01T20:00:00,2023-01-01T20:00:00,1672603200,0,10,500,r01n,Light rain,280,6.8,2.4
10.4,274.7,90,2023-01-01:21,9.6,0,0,-41.1,0,,n,0.5,993,final,95,1020,0,0,10.4,2023-01-01T21:00:00,2023-01-01T21:00:00,1672606800,0,10,804,c04n,Overcast clouds,280,6.8,2.8
9.6,286.9,72,2023-01-01:22,8.8,0,0,-52.1,0,,n,0.5,994,final,95,1021,0,0,9.6,2023-01-01T22:00:00,2023-01-01T22:00:00,1672610400,0,16,804,c04n,Overcast clouds,270,6.4,2
9.3,304.5,47,2023-01-01:23,9,0,0,-62.2,0,,n,0.5,995,final,98,1022,0,0,9.3,2023-01-01T23:00:00,2023-01-01T23:00:00,1672614000,0,16,741,a05n,Fog,274,5.6,1.6
8.9,333.5,37,2023-01-02:00,8.6,0,0,-69.7,0,,n,0,995,final,98,1022,0,0,8.9,2023-01-02T00:00:00,2023-01-02T00:00:00,1672617600,0,16,741,a05n,Fog,306,4.8,1.6
9.3,15,34,2023-01-02:01,8.2,0,0,-70.8,0,,n,0,995,final,93,1022,0,0,9.3,2023-01-02T01:00:00,2023-01-02T01:00:00,1672621200,0,16,802,c02n,Scattered clouds,92,1.6,0.4
8.1,48.6,46,2023-01-02:02,7.8,0,0,-64.8,0,,n,0,996,final,98,1023,0,0,8.1,2023-01-02T02:00:00,2023-01-02T02:00:00,1672624800,0,16,741,a05n,Fog,134,2,0.8
7.8,68.7,44,2023-01-02:03,7.8,0,0,-55.2,0,,n,0,996,final,100,1023,0,0,7.8,2023-01-02T03:00:00,2023-01-02T03:00:00,1672628400,0,16,741,a05n,Fog,100,3.2,0.8
7.8,82,44,2023-01-02:04,7.5,0,0,-44.3,0,,n,0.5,997,final,98,1024,0,0,7.8,2023-01-02T04:00:00,2023-01-02T04:00:00,1672632000,0,16,741,a05n,Fog,90,3.6,1.2
7.4,92.4,57,2023-01-02:05,7,0,0,-33.2,0,,n,0.5,997,final,97,1025,0,0,7.4,2023-01-02T05:00:00,2023-01-02T05:00:00,1672635600,0,16,741,a05n,Fog,88,2,0.8
7.4,101.7,55,2023-01-02:06,7.4,0,0,-22,0,,n,0,997,final,100,1025,0,0,7.4,2023-01-02T06:00:00,2023-01-02T06:00:00,1672639200,0,16,741,a05n,Fog,84,3.2,1.2
5.7,110.8,100,2023-01-02:07,7,0,0,-11.3,0,,n,0,998,final,100,1026,0,0,7,2023-01-02T07:00:00,2023-01-02T07:00:00,1672642800,0,16,741,a05n,Fog,80,4,2
5,120.2,100,2023-01-02:08,6.3,0,0,-1.2,0,,n,0,998,final,97,1026,0,0,6.7,2023-01-02T08:00:00,2023-01-02T08:00:00,1672646400,0,16,741,a05n,Fog,82,4.4,2.4
5,130.6,100,2023-01-02:09,6,48,428,7.9,98,,d,0,999,final,95,1027,0,58,6.7,2023-01-02T09:00:00,2023-01-02T09:00:00,1672650000,0.4,16,804,c04d,Overcast clouds,86,5.2,2.4
7.8,142.3,100,2023-01-02:10,7.5,70,626,15.7,232,,d,0,999,final,98,1027,0,93,7.8,2023-01-02T10:00:00,2023-01-02T10:00:00,1672653600,0.5,16,741,a05d,Fog,96,5.2,2.4
8.9,155.5,96,2023-01-02:11,8.9,83,718,21.5,339,,d,0,1001,final,100,1028,0,156,8.9,2023-01-02T11:00:00,2023-01-02T11:00:00,1672657200,0.6,16,741,a05d,Fog,100,4.4,1.6
10.7,170.1,39,2023-01-02:12,9.9,89,759,24.8,400,,d,0,1001,final,95,1028,0,373,10.7,2023-01-02T12:00:00,2023-01-02T12:00:00,1672660800,1.6,16,802,c02d,Scattered clouds,142,4,1.2
12.2,185.4,21,2023-01-02:13,8.9,90,764,25.3,409,,d,0,1000,final,80,1027,0,407,12.2,2023-01-02T13:00:00,2023-01-02T13:00:00,1672664400,1.9,16,802,c02d,Scattered clouds,192,3.6,1.2
13,200.2,27,2023-01-02:14,7.5,85,735,22.8,363,,d,0,1000,final,69,1027,0,359,13,2023-01-02T14:00:00,2023-01-02T14:00:00,1672668000,1.6,16,802,c02d,Scattered clouds,234,3.2,1.2
13,213.9,26,2023-01-02:15,7.5,75,661,17.7,268,,d,0,1001,final,69,1028,0,266,13,2023-01-02T15:00:00,2023-01-02T15:00:00,1672671600,1.3,16,802,c02d,Scattered clouds,232,2.8,1.2
12.6,226.1,26,2023-01-02:16,7.1,56,507,10.5,140,,d,0,1001,final,69,1028,0,139,12.6,2023-01-02T16:00:00,2023-01-02T16:00:00,1672675200,1.1,16,802,c02d,Scattered clouds,226,2.4,1.2
11.1,236.8,27,2023-01-02:17,7,18,110,1.7,13,,d,0,1001,final,76,1028,0,31,11.1,2023-01-02T17:00:00,2023-01-02T17:00:00,1672678800,1,16,802,c02n,Scattered clouds,238,2.4,1.2
10.7,246.5,20,2023-01-02:18,6.6,0,0,-8.1,0,,n,0,1002,final,76,1029,0,0,10.7,2023-01-02T18:00:00,2023-01-02T18:00:00,1672682400,0,16,801,c02n,Few clouds,264,1.2,0.8
10,255.6,20,2023-01-02:19,6.7,0,0,-18.7,0,,n,0,1002,final,80,1029,0,0,10,2023-01-02T19:00:00,2023-01-02T19:00:00,1672686000,0,16,801,c02n,Few clouds,14,1.2,0.4
9.3,264.8,20,2023-01-02:20,6.7,0,0,-29.8,0,,n,0,1002,final,84,1029,0,0,9.3,2023-01-02T20:00:00,2023-01-02T20:00:00,1672689600,0,16,801,c02n,Few clouds,56,1.2,0.8
7.3,274.7,10,2023-01-02:21,5.9,0,0,-41,0,,n,0,1002,final,93,1030,0,0,7,2023-01-02T21:00:00,2023-01-02T21:00:00,1672693200,0,16,801,c02n,Few clouds,80,1.6,0.8
4.6,286.9,5,2023-01-02:22,4.8,0,0,-52,0,,n,0,1002,final,97,1030,0,0,5.2,2023-01-02T22:00:00,2023-01-02T22:00:00,1672696800,0,16,741,a05n,Fog,84,2.4,1.2
3.1,304.4,9,2023-01-02:23,4.4,0,0,-62.1,0,,n,0,1002,final,100,1030,0,0,4.4,2023-01-02T23:00:00,2023-01-02T23:00:00,1672700400,0,16,741,a05n,Fog,90,2.8,1.6
3.6,333.3,43,2023-01-03:00,4.4,0,0,-69.5,0,,n,0,1003,final,97,1031,0,0,4.8,2023-01-03T00:00:00,2023-01-03T00:00:00,1672704000,0,16,741,a05n,Fog,88,2.8,1.6
2.7,14.6,63,2023-01-03:01,4,0,0,-70.8,0,,n,0,1003,final,97,1031,0,0,4.4,2023-01-03T01:00:00,2023-01-03T01:00:00,1672707600,0,16,741,a05n,Fog,82,2.8,2
1.1,48.2,99,2023-01-03:02,3.7,0,0,-64.8,0,,n,0,1003,final,100,1031,0,0,3.7,2023-01-03T02:00:00,2023-01-03T02:00:00,1672711200,0,16,741,a05n,Fog,86,3.6,2.8
0.6,68.4,100,2023-01-03:03,3.3,0,0,-55.2,0,,n,0,1003,final,100,1031,0,0,3.3,2023-01-03T03:00:00,2023-01-03T03:00:00,1672714800,0,16,741,a05n,Fog,88,4,2.8
1.1,81.8,98,2023-01-03:04,3.3,0,0,-44.4,0,,n,0,1003,final,97,1031,0,0,3.7,2023-01-03T04:00:00,2023-01-03T04:00:00,1672718400,0,16,741,a05n,Fog,84,4.4,2.8
0.3,92.3,85,2023-01-03:05,2.6,0,0,-33.2,0,,n,0,1003,final,97,1031,0,0,3,2023-01-03T05:00:00,2023-01-03T05:00:00,1672722000,0,16,741,a05n,Fog,80,4.8,2.8
0.3,101.6,100,2023-01-03:06,2.6,0,0,-22.1,0,,n,0,1003,final,97,1031,0,0,3,2023-01-03T06:00:00,2023-01-03T06:00:00,1672725600,0,16,741,a05n,Fog,82,5.2,2.8
-0.2,110.6,100,2023-01-03:07,2.2,0,0,-11.3,0,,n,0,1004,final,97,1032,0,0,2.6,2023-01-03T07:00:00,2023-01-03T07:00:00,1672729200,0,16,741,a05n,Fog,80,5.6,2.8
-0.7,120.1,100,2023-01-03:08,2.2,0,0,-1.2,0,,n,0,1004,final,100,1032,0,0,2.2,2023-01-03T08:00:00,2023-01-03T08:00:00,1672732800,0,16,741,a05n,Fog,80,5.6,2.8
-0.2,130.5,100,2023-01-03:09,2.2,48,428,8,98,,d,0,1005,final,97,1033,0,58,2.6,2023-01-03T09:00:00,2023-01-03T09:00:00,1672736400,0.4,16,741,a05d,Fog,80,6,2.8
2.9,142.2,38,2023-01-03:10,4.2,70,627,15.7,233,,d,0,1006,final,93,1034,0,225,5.2,2023-01-03T10:00:00,2023-01-03T10:00:00,1672740000,1.1,16,802,c02d,Scattered clouds,84,5.6,2.8
8.1,155.4,10,2023-01-03:11,5.6,83,719,21.5,340,,d,0,1006,final,84,1034,0,340,8.1,2023-01-03T11:00:00,2023-01-03T11:00:00,1672743600,1.8,16,801,c02d,Few clouds,94,4.8,2
10.4,170,34,2023-01-03:12,7.1,89,759,24.9,402,,d,0,1007,final,80,1034,0,393,10.4,2023-01-03T12:00:00,2023-01-03T12:00:00,1672747200,1.7,16,802,c02d,Scattered clouds,108,4.4,1.6
11.9,185.2,66,2023-01-03:13,7,90,765,25.4,410,,d,0,1006,final,72,1033,0,320,11.9,2023-01-03T13:00:00,2023-01-03T13:00:00,1672750800,1.2,16,803,c03d,Broken clouds,128,4,1.2
13,200.1,99,2023-01-03:14,6.8,85,736,22.9,365,,d,0,1006,final,66,1033,0,133,13,2023-01-03T14:00:00,2023-01-03T14:00:00,1672754400,0.6,16,804,c04d,Overcast clouds,146,4,1.2
13,213.8,100,2023-01-03:15,6.8,75,664,17.8,271,,d,0,1005,final,66,1032,0,102,13,2023-01-03T15:00:00,2023-01-03T15:00:00,1672758000,0.5,16,804,c04d,Overcast clouds,154,3.6,1.2
13,226,97,2023-01-03:16,6.8,57,511,10.6,142,,d,0,1005,final,66,1032,0,84,13,2023-01-03T16:00:00,2023-01-03T16:00:00,1672761600,0.4,16,804,c04d,Overcast clouds,164,2.4,0.8
12.2,236.8,94,2023-01-03:17,7.1,19,120,1.8,14,,d,0,1006,final,71,1033,0,23,12.2,2023-01-03T17:00:00,2023-01-03T17:00:00,1672765200,0.4,16,804,c04n,Overcast clouds,180,2,0.8
11.5,246.5,81,2023-01-03:18,6.6,0,0,-8,0,,n,0,1006,final,72,1033,0,0,11.5,2023-01-03T18:00:00,2023-01-03T18:00:00,1672768800,0,16,804,c04n,Overcast clouds,162,1.6,0.4
9.6,255.6,47,2023-01-03:19,6.7,0,0,-18.6,0,,n,0,1006,final,82,1034,0,0,9.6,2023-01-03T19:00:00,2023-01-03T19:00:00,1672772400,0,16,803,c03n,Broken clouds,84,1.2,0.4
6.6,264.8,35,2023-01-03:20,5.9,0,0,-29.6,0,,n,0,1006,final,93,1034,0,0,7,2023-01-03T20:00:00,2023-01-03T20:00:00,1672776000,0,16,802,c02n,Scattered clouds,82,2.4,1.2
5.3,274.7,19,2023-01-03:21,5.7,0,0,-40.8,0,,n,0,1006,final,93,1034,0,0,6.7,2023-01-03T21:00:00,2023-01-03T21:00:00,1672779600,0,16,801,c02n,Few clouds,86,2.8,2
4.5,286.9,18,2023-01-03:22,4.6,0,0,-51.8,0,,n,0,1006,final,93,1034,0,0,5.6,2023-01-03T22:00:00,2023-01-03T22:00:00,1672783200,0,16,801,c02n,Few clouds,86,3.2,1.6
4,304.4,10,2023-01-03:23,4.2,0,0,-61.9,0,,n,0,1007,final,93,1035,0,0,5.2,2023-01-03T23:00:00,2023-01-03T23:00:00,1672786800,0,16,801,c02n,Few clouds,82,3.2,1.6
3.6,333.1,18,2023-01-04:00,4.1,0,0,-69.4,0,,n,0,1007,final,95,1035,0,0,4.8,2023-01-04T00:00:00,2023-01-04T00:00:00,1672790400,0,16,801,c02n,Few clouds,76,3.2,1.6
3.6,14.3,17,2023-01-04:01,3.8,0,0,-70.7,0,,n,0,1007,final,93,1035,0,0,4.8,2023-01-04T01:00:00,2023-01-04T01:00:00,1672794000,0,16,801,c02n,Few clouds,74,3.6,1.6
2.7,47.9,39,2023-01-04:02,3.2,0,0,-64.8,0,,n,0,1006,final,92,1034,0,0,4.4,2023-01-04T02:00:00,2023-01-04T02:00:00,1672797600,0,16,802,c02n,Scattered clouds,76,3.6,2
2.3,68.2,66,2023-01-04:03,3.4,0,0,-55.2,0,,n,0,1006,final,95,1034,0,0,4.1,2023-01-04T03:00:00,2023-01-04T03:00:00,1672801200,0,16,803,c03n,Broken clouds,78,3.6,2
2.3,81.6,23,2023-01-04:04,3.7,0,0,-44.4,0,,n,0,1007,final,95,1035,0,0,4.4,2023-01-04T04:00:00,2023-01-04T04:00:00,1672804800,0,16,802,c02n,Scattered clouds,76,3.6,2.4
1.9,92.1,25,2023-01-04:05,3.4,0,0,-33.2,0,,n,0,1006,final,95,1034,0,0,4.1,2023-01-04T05:00:00,2023-01-04T05:00:00,1672808400,0,16,802,c02n,Scattered clouds,74,3.6,2.4
1.5,101.4,44,2023-01-04:06,3.3,0,0,-22.1,0,,n,0,1006,final,97,1034,0,0,3.7,2023-01-04T06:00:00,2023-01-04T06:00:00,1672812000,0,16,741,a05n,Fog,76,4,2.4
1.5,110.5,56,2023-01-04:07,3.3,0,0,-11.3,0,,n,0,1007,final,97,1035,0,0,3.7,2023-01-04T07:00:00,2023-01-04T07:00:00,1672815600,0,16,741,a05n,Fog,78,4.8,2.4
1.5,119.9,70,2023-01-04:08,3,0,0,-1.2,0,,n,0,1007,final,95,1035,0,0,3.7,2023-01-04T08:00:00,2023-01-04T08:00:00,1672819200,0,16,803,c03n,Broken clouds,78,4.8,2.4
1.9,130.3,53,2023-01-04:09,3.7,48,429,8,98,,d,0,1007,final,95,1035,0,88,4.4,2023-01-04T09:00:00,2023-01-04T09:00:00,1672822800,0.8,16,803,c03d,Broken clouds,82,5.2,2.8
7.4,142,18,2023-01-04:10,5.2,71,628,15.7,233,,d,0,1008,final,86,1036,0,232,7.4,2023-01-04T10:00:00,2023-01-04T10:00:00,1672826400,1.3,16,801,c02d,Few clouds,86,5.2,2.8
9.6,155.3,5,2023-01-04:11,6.3,83,720,21.6,341,,d,0,1008,final,80,1036,0,341,9.6,2023-01-04T11:00:00,2023-01-04T11:00:00,1672830000,1.8,16,801,c02d,Few clouds,94,4.8,2.4
11.1,169.9,4,2023-01-04:12,7.4,89,760,25,403,,d,0,1009,final,78,1036,0,403,11.1,2023-01-04T12:00:00,2023-01-04T12:00:00,1672833600,2.1,16,801,c02d,Few clouds,102,4.4,1.6
12.6,185.1,4,2023-01-04:13,8.1,90,766,25.5,412,,d,0,1008,final,74,1035,0,412,12.6,2023-01-04T13:00:00,2023-01-04T13:00:00,1672837200,2.2,16,801,c02d,Few clouds,106,4,1.2
14.1,200.1,3,2023-01-04:14,8.3,86,738,23,367,,d,0,1007,final,68,1034,0,367,14.1,2023-01-04T14:00:00,2023-01-04T14:00:00,1672840800,2,16,801,c02d,Few clouds,110,3.6,1.2
14.4,213.8,3,2023-01-04:15,8.6,76,666,17.9,273,,d,0,1007,final,68,1034,0,273,14.4,2023-01-04T15:00:00,2023-01-04T15:00:00,1672844400,1.6,16,801,c02d,Few clouds,92,2.4,0.8
14.4,226,6,2023-01-04:16,8.6,57,515,10.7,144,,d,0,1006,final,68,1033,0,144,14.4,2023-01-04T16:00:00,2023-01-04T16:00:00,1672848000,1.3,16,801,c02d,Few clouds,48,1.6,0.4
12.6,236.8,6,2023-01-04:17,8.1,20,130,2,15,,d,0,1006,final,74,1033,0,35,12.6,2023-01-04T17:00:00,2023-01-04T17:00:00,1672851600,1.2,16,801,c02n,Few clouds,330,2.4,0.4
10.7,246.5,1,2023-01-04:18,7.4,0,0,-7.9,0,,n,0,1007,final,80,1034,0,0,10.7,2023-01-04T18:00:00,2023-01-04T18:00:00,1672855200,0,16,800,c01n,Clear Sky,6,2.8,0.8
8.9,255.6,2,2023-01-04:19,7,0,0,-18.5,0,,n,0,1006,final,88,1034,0,0,8.9,2023-01-04T19:00:00,2023-01-04T19:00:00,1672858800,0,16,801,c02n,Few clouds,42,2.8,1.6
7.8,264.8,0,2023-01-04:20,6.7,0,0,-29.5,0,,n,0,1006,final,93,1034,0,0,7.8,2023-01-04T20:00:00,2023-01-04T20:00:00,1672862400,0,16,800,c01n,Clear Sky,48,3.2,2
5.7,274.8,1,2023-01-04:21,5.9,0,0,-40.7,0,,n,0,1005,final,93,1033,0,0,7,2023-01-04T21:00:00,2023-01-04T21:00:00,1672866000,0,16,800,c01n,Clear Sky,50,3.6,2
4.9,287,0,2023-01-04:22,5.3,0,0,-51.7,0,,n,0,1005,final,93,1033,0,0,6.3,2023-01-04T22:00:00,2023-01-04T22:00:00,1672869600,0,16,800,c01n,Clear Sky,62,3.6,2
4.4,304.4,0,2023-01-04:23,4.9,0,0,-61.8,0,,n,0,1005,final,93,1033,0,0,5.9,2023-01-04T23:00:00,2023-01-04T23:00:00,1672873200,0,16,800,c01n,Clear Sky,72,4,2
4.4,333,0,2023-01-05:00,4.9,0,0,-69.3,0,,n,0,1004,final,93,1032,0,0,5.9,2023-01-05T00:00:00,2023-01-05T00:00:00,1672876800,0,16,800,c01n,Clear Sky,76,4,2
4.1,13.9,0,2023-01-05:01,4.4,0,0,-70.6,0,,n,0,1004,final,90,1032,0,0,5.9,2023-01-05T01:00:00,2023-01-05T01:00:00,1672880400,0,16,800,c01n,Clear Sky,76,4.4,2.4
4.5,47.6,0,2023-01-05:02,4.5,0,0,-64.7,0,,n,0,1004,final,88,1032,0,0,6.3,2023-01-05T02:00:00,2023-01-05T02:00:00,1672884000,0,16,800,c01n,Clear Sky,76,4.4,2.4
3.7,67.9,0,2023-01-05:03,4.6,0,0,-55.2,0,,n,0,1003,final,93,1031,0,0,5.6,2023-01-05T03:00:00,2023-01-05T03:00:00,1672887600,0,16,800,c01n,Clear Sky,74,4.4,2.4
3.2,81.4,0,2023-01-05:04,4.2,0,0,-44.4,0,,n,0,1003,final,93,1031,0,0,5.2,2023-01-05T04:00:00,2023-01-05T04:00:00,1672891200,0,16,800,c01n,Clear Sky,74,4.4,2.4
1.9,91.9,0,2023-01-05:05,3.4,0,0,-33.2,0,,n,0,1002,final,95,1030,0,0,4.1,2023-01-05T05:00:00,2023-01-05T05:00:00,1672894800,0,16,800,c01n,Clear Sky,72,4.4,2.4
1.9,101.3,0,2023-01-05:06,2.9,0,0,-22.1,0,,n,0,1002,final,92,1030,0,0,4.1,2023-01-05T06:00:00,2023-01-05T06:00:00,1672898400,0,16,800,c01n,Clear Sky,74,4.4,2.4
1.5,110.3,1,2023-01-05:07,3,0,0,-11.3,0,,n,0,1002,final,95,1030,0,0,3.7,2023-01-05T07:00:00,2023-01-05T07:00:00,1672902000,0,16,800,c01n,Clear Sky,78,4.4,2.4
1.5,119.8,2,2023-01-05:08,3,0,0,-1.2,0,,n,0,1002,final,95,1030,0,0,3.7,2023-01-05T08:00:00,2023-01-05T08:00:00,1672905600,0,16,801,c02n,Few clouds,78,4.4,2.4
2.4,130.2,2,2023-01-05:09,3.3,48,429,8,98,,d,0,1003,final,90,1031,0,98,4.8,2023-01-05T09:00:00,2023-01-05T09:00:00,1672909200,1.3,16,801,c02d,Few clouds,82,5.2,2.8
7.8,141.9,0,2023-01-05:10,5.6,71,628,15.8,234,,d,0,1003,final,86,1031,0,234,7.8,2023-01-05T10:00:00,2023-01-05T10:00:00,1672912800,1.5,16,800,c01d,Clear Sky,88,5.2,2.4
10.4,155.1,0,2023-01-05:11,7.1,83,720,21.6,342,,d,0,1004,final,80,1031,0,342,10.4,2023-01-05T11:00:00,2023-01-05T11:00:00,1672916400,1.9,16,800,c01d,Clear Sky,100,4.8,2
12.6,169.7,0,2023-01-05:12,7.5,89,761,25,405,,d,0,1003,final,71,1030,0,405,12.6,2023-01-05T12:00:00,2023-01-05T12:00:00,1672920000,2.2,16,800,c01d,Clear Sky,114,4.8,1.6
13.7,185,0,2023-01-05:13,7.5,90,767,25.6,415,,d,0,1002,final,66,1029,0,415,13.7,2023-01-05T13:00:00,2023-01-05T13:00:00,1672923600,2.3,16,800,c01d,Clear Sky,134,4.4,1.6
14.4,200,0,2023-01-05:14,7,86,739,23.1,370,,d,0,1001,final,61,1028,0,370,14.4,2023-01-05T14:00:00,2023-01-05T14:00:00,1672927200,2,16,800,c01d,Clear Sky,152,4.4,1.6
14.4,213.7,2,2023-01-05:15,6.7,76,668,18.1,276,,d,0,1001,final,60,1028,0,276,14.4,2023-01-05T15:00:00,2023-01-05T15:00:00,1672930800,1.6,16,801,c02d,Few clouds,168,3.6,1.2
14.1,226,0,2023-01-05:16,7.4,57,519,10.9,147,,d,0,1001,final,64,1028,0,147,14.1,2023-01-05T16:00:00,2023-01-05T16:00:00,1672934400,1.3,16,800,c01d,Clear Sky,186,2,0.8
12.6,236.8,0,2023-01-05:17,6.6,21,140,2.1,17,,d,0,1001,final,67,1028,0,38,12.6,2023-01-05T17:00:00,2023-01-05T17:00:00,1672938000,1.3,16,800,c01n,Clear Sky,216,2,1.2
11.5,246.5,0,2023-01-05:18,6.6,0,0,-7.7,0,,n,0,1001,final,72,1028,0,0,11.5,2023-01-05T18:00:00,2023-01-05T18:00:00,1672941600,0,16,800,c01n,Clear Sky,148,1.6,0.4
8.9,255.7,2,2023-01-05:19,5.6,0,0,-18.3,0,,n,0,1001,final,80,1028,0,0,8.9,2023-01-05T19:00:00,2023-01-05T19:00:00,1672945200,0,16,801,c02n,Few clouds,88,2,1.2
7.8,264.8,0,2023-01-05:20,5.6,0,0,-29.3,0,,n,0,1000,final,86,1028,0,0,7.8,2023-01-05T20:00:00,2023-01-05T20:00:00,1672948800,0,16,800,c01n,Clear Sky,84,2.4,1.6
4.4,274.8,0,2023-01-05:21,4.4,0,0,-40.5,0,,n,0,1000,final,90,1028,0,0,5.9,2023-01-05T21:00:00,2023-01-05T21:00:00,1672952400,0,16,800,c01n,Clear Sky,86,3.2,2
3.6,287,0,2023-01-05:22,3.7,0,0,-51.5,0,,n,0,1000,final,90,1028,0,0,5.2,2023-01-05T22:00:00,2023-01-05T22:00:00,1672956000,0,16,800,c01n,Clear Sky,86,3.6,2
3.6,304.4,1,2023-01-05:23,3.7,0,0,-61.6,0,,n,0,1000,final,90,1028,0,0,5.2,2023-01-05T23:00:00,2023-01-05T23:00:00,1672959600,0,16,800,c01n,Clear Sky,82,3.6,2
3.1,332.8,2,2023-01-06:00,3.3,0,0,-69.1,0,,n,0,1000,final,90,1028,0,0,4.8,2023-01-06T00:00:00,2023-01-06T00:00:00,1672963200,0,16,801,c02n,Few clouds,82,4,2
2.7,13.5,5,2023-01-06:01,2.9,0,0,-70.5,0,,n,0,999,final,90,1027,0,0,4.4,2023-01-06T01:00:00,2023-01-06T01:00:00,1672966800,0,16,801,c02n,Few clouds,82,4,2
